"AllocatedMethodId","AllocatedResourceId","AllocatedResourceName","AllocatedTags","BilledCost","BillingAccountId","BillingAccountName","BillingAccountType","BillingCurrency","BillingPeriodEnd","BillingPeriodStart","CapacityReservationId","CapacityReservationStatus","ChargeCategory","ChargeClass","ChargeDescription","ChargePeriodEnd","ChargePeriodStart","CommitmentDiscountCategory","CommitmentDiscountId","CommitmentDiscountName","CommitmentDiscountQuantity","CommitmentDiscountStatus","CommitmentDiscountType","CommitmentDiscountUnit","ConsumedQuantity","ConsumedUnit","ContractApplied","ContractedCost","ContractedUnitPrice","EffectiveCost","HostProviderName","InvoiceIssuerName","ListCost","ListUnitPrice","PricingCategory","PricingCurrency","PricingQuantity","PricingUnit","ProviderName","PublisherName","RegionId","RegionName","ResourceId","ResourceName","ResourceType","ServiceCategory","ServiceName","ServiceProviderName","SkuId","SkuMeter","SkuPriceDetails","SkuPriceId","SubAccountId","SubAccountName","SubAccountType","Tags","AllocatedMethodDetails","AvailabilityZone","ChargeFrequency","InvoiceId","ServiceSubcategory","PricingCurrencyContractedUnitPrice","PricingCurrencyEffectiveCost","PricingCurrencyListUnitPrice"
"AllocatedMethodId-1917","AllocatedResourceId-8337","AllocatedResourceName-1413","{}",121.57544412,"01ABCD-2345EF-6789GH","Helios Labs","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Compute Engine VM Instance in Singapore","2024-09-14T18:00:00Z","2024-09-14T17:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,42.1100000000,"Hours",NULL,155.865954,3.7014,121.57544412,"Google","Google",190.08032899999998,4.5139,"Standard","USD",42.11,"Hours","Google","Google","asia-southeast1","Singapore","//compute.googleapis.com/projects/helios-labs/zones/asia-southeast1-a/instances/inst-3557",NULL,"VM Instance","Compute","Compute Engine","Google","KEMQB1MY8BECXBLT","Compute Engine Hours",NULL,"CZUEE4R4EF3DZR8W.2169ZMFK","proj-helios-prod","helios-prod","BillingAccount","{""environment"": ""prod"", ""cost_center"": ""CC-1001"", ""owner"": ""g.hopper""}",NULL,"europe-west1-b","Usage-Based","INV-202409-43373","Virtual Machines",3.7014,121.57544412,4.5139
"AllocatedMethodId-4862","AllocatedResourceId-6910","AllocatedResourceName-9225","{}",17.873208,"01ABCD-2345EF-6789GH","Helios Labs","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Cloud Load Balancing Forwarding Rule in Singapore","2024-09-11T13:00:00Z","2024-09-11T12:00:00Z","Usage","cd-985539","commit-5539",NULL,"Unused","Savings Plan",NULL,NULL,NULL,NULL,17.873208,0.2967,17.873208,"Google","Google",18.812952000000003,0.3123,"Committed","USD",60.24,"Hours","Google","Google","asia-southeast1","Singapore","//compute.googleapis.com/projects/helios-labs/zones/asia-southeast1-a/instances/inst-6",NULL,"Forwarding Rule","Networking","Cloud Load Balancing","Google","ZBG4CJG21TVE43CI","Cloud Load Balancing Hours",NULL,"JN9AQWOT26K23IUM.JDWL8R79","proj-helios-prod","helios-prod","BillingAccount","{""team"": ""infra"", ""owner"": ""a.lovelace"", ""cost_center"": ""CC-3090""}",NULL,NULL,"Usage-Based","INV-202409-72167","Application Networking",0.2967,17.873208,0.3123
"AllocatedMethodId-7734","AllocatedResourceId-7948","AllocatedResourceName-4185","{}",269.23407264,"ocid1.tenancy.oc1..aaaa1234","Meridian OCI","Tenancy","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Oracle Object Storage Bucket in UK South (London)","2024-09-27T11:00:00Z","2024-09-27T10:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,107.4900000000,"GB",NULL,280.452159,2.6091,269.23407264,"Oracle","Oracle",389.522262,3.6238,"Standard","USD",107.49,"GB","Oracle","Oracle","uk-london-1","UK South (London)","ocid1.instance.oc1.uk-london-1.00b41940964e",NULL,"Bucket","Storage","Oracle Object Storage","Oracle","P6Z1M7TYS8SRI3P9","Oracle Object Storage GB",NULL,"OUZWIPE9903ZKJ4P.VOPTAYKD","ocid1.compartment.oc1..prod","production","Tenancy",NULL,NULL,NULL,"Usage-Based","INV-202409-23678","Object Storage",2.6091,269.23407264,3.6238
"AllocatedMethodId-4557","AllocatedResourceId-4194","AllocatedResourceName-6970","{}",511.31843576,"8a93b2c1-1234-4abc-9def-0123456789ab","Contoso Cloud","BillingProfile","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Tax",NULL,"Tax charge in East US","2024-09-12T05:00:00Z","2024-09-12T04:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,511.31843576,NULL,511.31843576,"Microsoft","Microsoft",511.31843576,NULL,NULL,"USD",NULL,NULL,"Microsoft","Microsoft",NULL,NULL,NULL,NULL,NULL,"Other","Tax","Microsoft",NULL,NULL,NULL,NULL,"sub-9a1f","Production","BillingProfile","{""environment"": ""dev"", ""team"": ""infra""}",NULL,NULL,"One-Time","INV-202409-33848","Other (Security)",NULL,511.31843576,NULL
"AllocatedMethodId-4929","AllocatedResourceId-1034","AllocatedResourceName-2001","{}",141.73445304,"ocid1.tenancy.oc1..aaaa1234","Meridian OCI","Tenancy","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Oracle Compute Instance in UK South (London)","2024-09-12T09:00:00Z","2024-09-12T08:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,58.6100000000,"Hours",NULL,196.85340699999998,3.3587,141.73445304,"Oracle","Oracle",266.019068,4.5388,"Other","USD",58.61,"Hours","Oracle","Oracle","uk-london-1","UK South (London)","ocid1.instance.oc1.uk-london-1.005adbe2b3f6",NULL,"Instance","Compute","Oracle Compute","Oracle","SV4SKF98TLTYP6HX","Oracle Compute Hours",NULL,"EKHH0R5LQYSL62LQ.2NUN75XH","ocid1.compartment.oc1..dev","development","Tenancy","{""application"": ""BrightLensMatrix""}",NULL,"uk-london-1-AD-2","Usage-Based","INV-202409-57203","Virtual Machines",3.3587,141.73445304,4.5388
"AllocatedMethodId-2760","AllocatedResourceId-3698","AllocatedResourceName-6217","{}",99.49144199999999,"ocid1.tenancy.oc1..aaaa1234","Meridian OCI","Tenancy","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Purchase",NULL,"Oracle Autonomous Database Database in US East (Ashburn)","2024-09-16T18:00:00Z","2024-09-16T17:00:00Z","Spend","cd-820753","commit-0753",NULL,"Unused","Reserved Instance",NULL,NULL,NULL,NULL,99.49144199999999,0.9034,0,"Oracle","Oracle",153.069687,1.3899,"Committed","USD",110.13,"Hours","Oracle","Oracle","us-ashburn-1","US East (Ashburn)","ocid1.instance.oc1.us-ashburn-1.00576c6286e2",NULL,"Database","Databases","Oracle Autonomous Database","Oracle","ZTP48YKTNDER0A10","Oracle Autonomous Database Hours",NULL,"YHBY0P2TGJE75CYV.A1ER2FWA","ocid1.compartment.oc1..dev","development","Tenancy","{""environment"": ""dev"", ""business_unit"": ""ViennaAI"", ""cost_center"": ""CC-1001""}",NULL,NULL,"One-Time","INV-202409-23418","Relational Databases",0.9034,0,1.3899
"AllocatedMethodId-6302","AllocatedResourceId-8709","AllocatedResourceName-8156","{}",145.69669049,"123456789012","SunBird","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage","Correction","Amazon Simple Storage Service Bucket in US West (Oregon)","2024-09-18T18:00:00Z","2024-09-18T17:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,380.7700000000,"GB",NULL,217.457747,0.5711,145.69669049,"AWS","AWS",356.514951,0.9363,"Standard","USD",380.77,"GB","AWS","AWS","us-west-2","US West (Oregon)","arn:aws:ec2:us-west-2:123456789012:instance/i-00a457d82c33",NULL,"Bucket","Storage","Amazon Simple Storage Service","AWS","ZFQ9SJXC3ZY26QKC","Amazon Simple Storage Service GB",NULL,"DESFRRIQZA4O5KP8.1EWXK7UR","517389287820","Atlas Nimbus","BillingAccount","{""cost_center"": ""CC-3090"", ""environment"": ""dev""}",NULL,"us-west-2b","Usage-Based","INV-202409-69894","Object Storage",0.5711,145.69669049,0.9363
"AllocatedMethodId-3240","AllocatedResourceId-7220","AllocatedResourceName-6092","{}",323.0277648,"8a93b2c1-1234-4abc-9def-0123456789ab","Contoso Cloud","BillingProfile","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Azure Kubernetes Service Cluster in West Europe","2024-09-10T20:00:00Z","2024-09-10T19:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,238.9400000000,"Hours",NULL,375.61368,1.5720,323.0277648,"Microsoft","Microsoft",560.601028,2.3462,"Dynamic","USD",238.94,"Hours","Microsoft","Microsoft","westeurope","West Europe","/subscriptions/8a93b2c1-1234-4abc-9def-0123456789ab/resourceGroups/rg-709/providers/Microsoft.Compute/virtualMachines/vm-1933",NULL,"Cluster","Compute","Azure Kubernetes Service","Microsoft","XNR8GUARODPV1BI7","Azure Kubernetes Service Hours",NULL,"W90Y1A0NWT3ZB5UF.KFDF6SIY","sub-4d3e","Sandbox","BillingProfile","{""team"": ""infra"", ""application"": ""AtlasPortal""}",NULL,NULL,"Usage-Based","INV-202409-31652","Containers",1.5720,323.0277648,2.3462
"AllocatedMethodId-4671","AllocatedResourceId-9470","AllocatedResourceName-6561","{}",646.34806494,"01ABCD-2345EF-6789GH","Helios Labs","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Compute Engine VM Instance in Iowa","2024-09-12T21:00:00Z","2024-09-12T20:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,250.8600000000,"Hours",NULL,936.7363260000001,3.7341,646.34806494,"Google","Google",1232.550438,4.9133,"Standard","USD",250.86,"Hours","Google","Google","us-central1","Iowa","//compute.googleapis.com/projects/helios-labs/zones/us-central1-a/instances/inst-1802",NULL,"VM Instance","Compute","Compute Engine","Google","VC20XU3O5Q9WJVEK","Compute Engine Hours",NULL,"KV9S03DF5UKK4LR1.UKNZ5QDJ","proj-helios-prod","helios-prod","BillingAccount","{""business_unit"": ""MarseilleSRE""}",NULL,"europe-west1-b","Usage-Based","INV-202409-17893","Virtual Machines",3.7341,646.34806494,4.9133
"AllocatedMethodId-5699","AllocatedResourceId-2677","AllocatedResourceName-2080","{}",269.3163125,"01ABCD-2345EF-6789GH","Helios Labs","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Compute Engine VM Instance in Northern Virginia","2024-09-03T13:00:00Z","2024-09-03T12:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,171.2500000000,"Hours",NULL,379.31874999999997,2.2150,269.3163125,"Google","Google",611.790625,3.5725,"Standard","USD",171.25,"Hours","Google","Google","us-east4","Northern Virginia","//compute.googleapis.com/projects/helios-labs/zones/us-east4-a/instances/inst-8443",NULL,"VM Instance","Compute","Compute Engine","Google","4YPVKS0ETI1KBRD6","Compute Engine Hours",NULL,"WJBZPNQ0EE7575M2.J7LYWMN6","proj-helios-prod","helios-prod","BillingAccount","{""business_unit"": ""OsloData"", ""environment"": ""prod""}",NULL,NULL,"Usage-Based","INV-202409-15382","Virtual Machines",2.2150,269.3163125,3.5725
"AllocatedMethodId-7255","AllocatedResourceId-4347","AllocatedResourceName-6163","{}",278.88332475,"ocid1.tenancy.oc1..aaaa1234","Meridian OCI","Tenancy","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Oracle Compute Instance in UK South (London)","2024-09-11T12:00:00Z","2024-09-11T11:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,401.6900000000,"Hours",NULL,371.844433,0.9257,278.88332475,"Oracle","Oracle",464.795499,1.1571,"Other","USD",401.69,"Hours","Oracle","Oracle","uk-london-1","UK South (London)","ocid1.instance.oc1.uk-london-1.001bf5c5b345",NULL,"Instance","Compute","Oracle Compute","Oracle","MFO498DKECP05053","Oracle Compute Hours",NULL,"33P0V3YTWWTVDNQ6.HVQMWHGD","ocid1.compartment.oc1..prod","production","Tenancy","{""environment"": ""qa"", ""team"": ""platform""}",NULL,NULL,"Usage-Based","INV-202409-28312","Virtual Machines",0.9257,278.88332475,1.1571
"AllocatedMethodId-1550","AllocatedResourceId-3583","AllocatedResourceName-4750","{}",84.2660032,"01ABCD-2345EF-6789GH","Helios Labs","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Cloud Storage Bucket in Belgium","2024-09-23T23:00:00Z","2024-09-23T22:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,96.0800000000,"GiB",NULL,88.701056,0.9232,84.2660032,"Google","Google",119.8598,1.2475,"Standard","USD",96.08,"GiB","Google","Google","europe-west1","Belgium","//compute.googleapis.com/projects/helios-labs/zones/europe-west1-a/instances/inst-247",NULL,"Bucket","Storage","Cloud Storage","Google","JYQB1I1AY2SGUHTT","Cloud Storage GiB",NULL,"641KG0S9PQI33PDL.SD1U4KWK","proj-helios-prod","helios-prod","BillingAccount","{""business_unit"": ""OsloData""}",NULL,"us-central1-a","Usage-Based","INV-202409-97385","Object Storage",0.9232,84.2660032,1.2475
"AllocatedMethodId-5935","AllocatedResourceId-7156","AllocatedResourceName-8396","{}",527.1627452,"01ABCD-2345EF-6789GH","Helios Labs","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Adjustment",NULL,"Cloud Functions Function in Belgium","2024-09-20T18:00:00Z","2024-09-20T17:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,579.2997200000001,2.1212,527.1627452,"Google","Google",733.30081,2.6851,"Standard","USD",273.10,"Invocations","Google","Google","europe-west1","Belgium",NULL,NULL,NULL,"Compute","Cloud Functions","Google","TWFYVERUZST1QUJP","Cloud Functions Invocations",NULL,"ABQEXKTJ7Y58XVQ5.AE645WCH","proj-helios-dev","helios-dev","BillingAccount",NULL,NULL,NULL,"One-Time","INV-202409-99765","Serverless Compute",2.1212,527.1627452,2.6851
"AllocatedMethodId-7822","AllocatedResourceId-2326","AllocatedResourceName-7903","{}",945.2810444,"123456789012","SunBird","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"AWS Lambda Function in US West (Oregon)","2024-09-21T22:00:00Z","2024-09-21T21:00:00Z","Usage","cd-824767","commit-4767",NULL,"Used","Committed Use Discount",NULL,451.8500000000,"Requests",NULL,1074.183005,2.3773,945.2810444,"AWS","AWS",1678.396825,3.7145,"Standard","USD",451.85,"Requests","AWS","AWS","us-west-2","US West (Oregon)","arn:aws:ec2:us-west-2:123456789012:instance/i-0080638f9f35",NULL,"Function","Compute","AWS Lambda","AWS","GOTA5IFYRW4UL5WS","AWS Lambda Requests",NULL,"L6MI9Z56VFWD1Z76.EWW3HUX0","438839167390","Zenith Eclipse","BillingAccount","{""application"": ""AtlasPortal"", ""team"": ""infra"", ""environment"": ""prod""}",NULL,NULL,"Usage-Based","INV-202409-98780","Serverless Compute",2.3773,945.2810444,3.7145
"AllocatedMethodId-5103","AllocatedResourceId-3181","AllocatedResourceName-4851","{}",82.089569,"ocid1.tenancy.oc1..aaaa1234","Meridian OCI","Tenancy","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Oracle Load Balancer Load Balancer in Australia East (Sydney)","2024-09-02T21:00:00Z","2024-09-02T20:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,119.5000000000,"Hours",NULL,110.93185,0.9283,82.089569,"Oracle","Oracle",149.91275,1.2545,"Other","USD",119.50,"Hours","Oracle","Oracle","ap-sydney-1","Australia East (Sydney)","ocid1.instance.oc1.ap-sydney-1.0038786e186a",NULL,"Load Balancer","Networking","Oracle Load Balancer","Oracle","QXE6JXZZEIFJ12T9","Oracle Load Balancer Hours",NULL,"Y59T7460MF1ODWK5.DQNYLLWF","ocid1.compartment.oc1..dev","development","Tenancy","{""team"": ""payments"", ""application"": ""BrightSourceCore"", ""cost_center"": ""CC-3090""}",NULL,"us-ashburn-1-AD-1","Usage-Based","INV-202409-65306","Application Networking",0.9283,82.089569,1.2545
"AllocatedMethodId-6055","AllocatedResourceId-9581","AllocatedResourceName-3852","{}",176.19917832,"123456789012","SunBird","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Amazon Elastic Compute Cloud Virtual Machine in US West (Oregon)","2024-09-13T01:00:00Z","2024-09-13T00:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,383.0800000000,"Hours",NULL,177.978968,0.4646,176.19917832,"AWS","AWS",211.881548,0.5531,"Other","USD",383.08,"Hours","AWS","AWS","us-west-2","US West (Oregon)","arn:aws:ec2:us-west-2:123456789012:instance/i-00842533e388",NULL,"Virtual Machine","Compute","Amazon Elastic Compute Cloud","AWS","P3B7XWOYA0JLMA0M","Amazon Elastic Compute Cloud Hours",NULL,"W04NW53XZSK7TEAT.ACNK4NBN","438839167390","Zenith Eclipse","BillingAccount",NULL,NULL,NULL,"Usage-Based","INV-202409-26706","Virtual Machines",0.4646,176.19917832,0.5531
"AllocatedMethodId-6918","AllocatedResourceId-4583","AllocatedResourceName-6653","{}",259.44471168,"ocid1.tenancy.oc1..aaaa1234","Meridian OCI","Tenancy","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Credit",NULL,"Oracle Autonomous Database Database in Australia East (Sydney)","2024-09-09T20:00:00Z","2024-09-09T19:00:00Z","Spend","cd-639861","commit-9861",NULL,"Used","Reserved Instance",NULL,NULL,NULL,NULL,336.94118399999996,0.9859,259.44471168,"Oracle","Oracle",391.79366400000004,1.1464,"Standard","USD",341.76,"Hours","Oracle","Oracle","ap-sydney-1","Australia East (Sydney)",NULL,NULL,NULL,"Databases","Oracle Autonomous Database","Oracle","9VMEGGK6F35BNZ1Y","Oracle Autonomous Database Hours",NULL,"ZOZT4L6EPK0U6RVA.MM5DLRBO","ocid1.compartment.oc1..dev","development","Tenancy","{""application"": ""NimbusAPI"", ""team"": ""payments"", ""business_unit"": ""ViennaAI""}",NULL,NULL,"One-Time","INV-202409-74299","Relational Databases",0.9859,259.44471168,1.1464
"AllocatedMethodId-7336","AllocatedResourceId-2778","AllocatedResourceName-6370","{}",523.05789888,"8a93b2c1-1234-4abc-9def-0123456789ab","Contoso Cloud","BillingProfile","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Azure Load Balancer Load Balancer in East US","2024-09-09T14:00:00Z","2024-09-09T13:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,171.4800000000,"Hours",NULL,594.383976,3.4662,523.05789888,"Microsoft","Microsoft",724.863108,4.2271,"Other","USD",171.48,"Hours","Microsoft","Microsoft","eastus","East US","/subscriptions/8a93b2c1-1234-4abc-9def-0123456789ab/resourceGroups/rg-361/providers/Microsoft.Compute/virtualMachines/vm-7043",NULL,"Load Balancer","Networking","Azure Load Balancer","Microsoft","3EIZVJSS8E6WK6P6","Azure Load Balancer Hours",NULL,"6KAEUHR3250RFPZF.0W20WI6K","sub-4d3e","Sandbox","BillingProfile","{""owner"": ""g.hopper"", ""business_unit"": ""ViennaAI"", ""application"": ""AtlasPortal""}",NULL,"westeurope-2","Usage-Based","INV-202409-27547","Application Networking",3.4662,523.05789888,4.2271
"AllocatedMethodId-4661","AllocatedResourceId-4517","AllocatedResourceName-9996","{}",282.675114,"01ABCD-2345EF-6789GH","Helios Labs","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Cloud Load Balancing Forwarding Rule in Iowa","2024-09-25T01:00:00Z","2024-09-25T00:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,290.2000000000,"Hours",NULL,314.08346,1.0823,282.675114,"Google","Google",430.25051999999994,1.4826,"Standard","USD",290.20,"Hours","Google","Google","us-central1","Iowa","//compute.googleapis.com/projects/helios-labs/zones/us-central1-a/instances/inst-8817",NULL,"Forwarding Rule","Networking","Cloud Load Balancing","Google","1VVBCFXWZ26MJNXM","Cloud Load Balancing Hours",NULL,"YAHSFJ3B0YG9UO0C.758C2IAI","proj-helios-prod","helios-prod","BillingAccount","{""team"": ""infra"", ""owner"": ""a.lovelace""}",NULL,NULL,"Usage-Based","INV-202409-13809","Application Networking",1.0823,282.675114,1.4826
"AllocatedMethodId-3238","AllocatedResourceId-3885","AllocatedResourceName-7920","{}",133.64435893,"123456789012","SunBird","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Amazon Elastic Compute Cloud Virtual Machine in US West (Oregon)","2024-09-25T16:00:00Z","2024-09-25T15:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,214.3100000000,"Hours",NULL,219.089113,1.0223,133.64435893,"AWS","AWS",235.590983,1.0993,"Dynamic","USD",214.31,"Hours","AWS","AWS","us-west-2","US West (Oregon)","arn:aws:ec2:us-west-2:123456789012:instance/i-00babe3981e5",NULL,"Virtual Machine","Compute","Amazon Elastic Compute Cloud","AWS","GAWZU5SM054CUQZ2","Amazon Elastic Compute Cloud Hours",NULL,"MPEZQAVR1985PDW7.618HDKVN","517389287820","Atlas Nimbus","BillingAccount","{""cost_center"": ""CC-2042"", ""environment"": ""staging""}",NULL,"us-east-1a","Usage-Based","INV-202409-22388","Virtual Machines",1.0223,133.64435893,1.0993
"AllocatedMethodId-9872","AllocatedResourceId-5147","AllocatedResourceName-3869","{}",550.09424232,"ocid1.tenancy.oc1..aaaa1234","Meridian OCI","Tenancy","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Adjustment",NULL,"Oracle Object Storage Bucket in UK South (London)","2024-09-22T04:00:00Z","2024-09-22T03:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,764.019781,2.2261,550.09424232,"Oracle","Oracle",967.097138,2.8178,"Standard","USD",343.21,"GB","Oracle","Oracle","uk-london-1","UK South (London)",NULL,NULL,NULL,"Storage","Oracle Object Storage","Oracle","CBEDC2N76UQZ2OT5","Oracle Object Storage GB",NULL,"SPZOC9RGNG7UY5E7.OJGMAWSI","ocid1.compartment.oc1..dev","development","Tenancy","{""application"": ""NimbusAPI"", ""business_unit"": ""ViennaAI""}",NULL,NULL,"One-Time","INV-202409-96546","Object Storage",2.2261,550.09424232,2.8178
"AllocatedMethodId-7256","AllocatedResourceId-4970","AllocatedResourceName-9352","{}",457.26613515,"01ABCD-2345EF-6789GH","Helios Labs","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Cloud Load Balancing Forwarding Rule in Iowa","2024-09-04T17:00:00Z","2024-09-04T16:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,377.8500000000,"Hours",NULL,749.616615,1.9839,457.26613515,"Google","Google",1135.779315,3.0059,"Standard","USD",377.85,"Hours","Google","Google","us-central1","Iowa","//compute.googleapis.com/projects/helios-labs/zones/us-central1-a/instances/inst-5524",NULL,"Forwarding Rule","Networking","Cloud Load Balancing","Google","OIP98203Y1CYK7UE","Cloud Load Balancing Hours",NULL,"MTBN49N83SSMB7G6.M0PKN2AL","proj-helios-prod","helios-prod","BillingAccount","{""application"": ""AtlasPortal"", ""environment"": ""qa""}",NULL,NULL,"Usage-Based","INV-202409-60440","Application Networking",1.9839,457.26613515,3.0059
"AllocatedMethodId-7786","AllocatedResourceId-8809","AllocatedResourceName-5239","{}",77.68291712,"8a93b2c1-1234-4abc-9def-0123456789ab","Contoso Cloud","BillingProfile","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Virtual Machines Virtual Machine in UK South","2024-09-15T21:00:00Z","2024-09-15T20:00:00Z","Usage","cd-952186","commit-2186",NULL,"Unused","Committed Use Discount",NULL,NULL,NULL,NULL,121.379558,0.7453,77.68291712,"Microsoft","Microsoft",181.16546400000001,1.1124,"Committed","USD",162.86,"Hours","Microsoft","Microsoft","uksouth","UK South","/subscriptions/8a93b2c1-1234-4abc-9def-0123456789ab/resourceGroups/rg-121/providers/Microsoft.Compute/virtualMachines/vm-4410",NULL,"Virtual Machine","Compute","Virtual Machines","Microsoft","EI99ICODJ72U2RCW","Virtual Machines Hours",NULL,"6LPAN0AY2574HKR4.LYUV3EMZ","sub-9a1f","Production","BillingProfile",NULL,NULL,"westeurope-2","Usage-Based","INV-202409-46936","Virtual Machines",0.7453,77.68291712,1.1124
"AllocatedMethodId-7173","AllocatedResourceId-4321","AllocatedResourceName-4949","{}",280.6925436,"01ABCD-2345EF-6789GH","Helios Labs","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Compute Engine VM Instance in Singapore","2024-09-10T19:00:00Z","2024-09-10T18:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,177.7300000000,"Hours",NULL,389.85075499999994,2.1935,280.6925436,"Google","Google",639.099307,3.5959,"Standard","USD",177.73,"Hours","Google","Google","asia-southeast1","Singapore","//compute.googleapis.com/projects/helios-labs/zones/asia-southeast1-a/instances/inst-6465",NULL,"VM Instance","Compute","Compute Engine","Google","GHU14PO8WEU31S05","Compute Engine Hours",NULL,"CXD08A8M6NEOQ1UD.L5U61DPT","proj-helios-dev","helios-dev","BillingAccount","{""environment"": ""qa"", ""business_unit"": ""ViennaAI"", ""owner"": ""a.lovelace""}",NULL,NULL,"Usage-Based","INV-202409-55102","Virtual Machines",2.1935,280.6925436,3.5959
"AllocatedMethodId-1015","AllocatedResourceId-7418","AllocatedResourceName-4038","{}",161.54361468,"8a93b2c1-1234-4abc-9def-0123456789ab","Contoso Cloud","BillingProfile","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Azure Functions Function App in West Europe","2024-09-13T20:00:00Z","2024-09-13T19:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,69.2100000000,"Executions",NULL,218.30218199999996,3.1542,161.54361468,"Microsoft","Microsoft",266.223186,3.8466,"Standard","USD",69.21,"Executions","Microsoft","Microsoft","westeurope","West Europe","/subscriptions/8a93b2c1-1234-4abc-9def-0123456789ab/resourceGroups/rg-685/providers/Microsoft.Compute/virtualMachines/vm-44",NULL,"Function App","Compute","Azure Functions","Microsoft","KRJ3FYH7YK6Y3Q40","Azure Functions Executions",NULL,"LN4BN9WR492L07GM.HJLRFLOI","sub-9a1f","Production","BillingProfile","{""owner"": ""g.hopper"", ""team"": ""infra""}",NULL,"uksouth-1","Usage-Based","INV-202409-76902","Serverless Compute",3.1542,161.54361468,3.8466
