"BillingCurrency","ContractCommitmentCategory","ContractCommitmentCost","ContractCommitmentDescription","ContractCommitmentId","ContractCommitmentPeriodEnd","ContractCommitmentPeriodStart","ContractCommitmentQuantity","ContractCommitmentType","ContractCommitmentUnit","ContractId","ContractPeriodEnd","ContractPeriodStart"
"USD","Usage",4611.085934,"ContractCommitmentDescription 4961","contractcommitment-869983","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",6718.898534,"Reserved Instance","Hours","contract-453796","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",8316.894998,"ContractCommitmentDescription 1195","contractcommitment-531225","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",976.987595,"Reserved Instance","Hours","contract-468591","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",6193.972237,"ContractCommitmentDescription 1931","contractcommitment-722999","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",6566.055186,"Reserved Instance","Hours","contract-842470","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",8960.016304,"ContractCommitmentDescription 4018","contractcommitment-365641","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",2945.686167,"Committed Use Discount","Hours","contract-769809","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",7807.312986,"ContractCommitmentDescription 5543","contractcommitment-914854","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",623.873799,"Savings Plan","Hours","contract-162976","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",9794.219801,"ContractCommitmentDescription 4287","contractcommitment-739947","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",3926.344453,"Committed Use Discount","Hours","contract-213697","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",9126.092228,"ContractCommitmentDescription 5243","contractcommitment-208304","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",348.608946,"Reserved Instance","Hours","contract-914992","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",9328.937235,"ContractCommitmentDescription 7397","contractcommitment-379378","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",1516.074739,"Savings Plan","Hours","contract-702553","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",8440.491537,"ContractCommitmentDescription 2148","contractcommitment-666366","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",2258.46842,"Savings Plan","Hours","contract-227091","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",6322.725266,"ContractCommitmentDescription 2485","contractcommitment-483102","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",5346.262966,"Savings Plan","Hours","contract-982042","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",9675.129606,"ContractCommitmentDescription 4129","contractcommitment-413388","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",6958.822786,"Reserved Instance","Hours","contract-610135","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",253.646055,"ContractCommitmentDescription 4907","contractcommitment-612997","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",3887.675335,"Committed Use Discount","Hours","contract-623956","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",7877.785319,"ContractCommitmentDescription 1701","contractcommitment-525205","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",1181.871087,"Committed Use Discount","Hours","contract-580636","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",4888.947133,"ContractCommitmentDescription 1312","contractcommitment-594109","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",9071.788782,"Committed Use Discount","Hours","contract-354471","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",4561.845929,"ContractCommitmentDescription 3796","contractcommitment-975930","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",5910.424893,"Reserved Instance","Hours","contract-621292","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",3242.34941,"ContractCommitmentDescription 9943","contractcommitment-244000","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",3215.898859,"Reserved Instance","Hours","contract-721894","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",7575.500862,"ContractCommitmentDescription 3753","contractcommitment-830119","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",3699.273434,"Reserved Instance","Hours","contract-355479","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",156.303263,"ContractCommitmentDescription 8978","contractcommitment-184643","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",63.495786,"Reserved Instance","Hours","contract-841071","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",6398.257037,"ContractCommitmentDescription 9570","contractcommitment-572298","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",4120.313245,"Reserved Instance","Hours","contract-725236","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",3478.535668,"ContractCommitmentDescription 1074","contractcommitment-684801","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",2356.390073,"Reserved Instance","Hours","contract-200331","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",2764.265839,"ContractCommitmentDescription 4173","contractcommitment-218152","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",7966.129716,"Committed Use Discount","Hours","contract-621682","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",2850.6452,"ContractCommitmentDescription 8121","contractcommitment-363592","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",3342.946292,"Savings Plan","Hours","contract-209493","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",5149.037176,"ContractCommitmentDescription 2160","contractcommitment-346729","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",7214.030806,"Committed Use Discount","Hours","contract-539422","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",980.641338,"ContractCommitmentDescription 7759","contractcommitment-309668","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",3755.323879,"Reserved Instance","Hours","contract-593869","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",1780.607655,"ContractCommitmentDescription 7119","contractcommitment-243030","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",4577.40193,"Reserved Instance","Hours","contract-382795","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",2806.041549,"ContractCommitmentDescription 2820","contractcommitment-993021","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",4655.342956,"Savings Plan","Hours","contract-897273","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",5781.214459,"ContractCommitmentDescription 4763","contractcommitment-190674","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",4116.961424,"Committed Use Discount","Hours","contract-326956","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",7361.788591,"ContractCommitmentDescription 5041","contractcommitment-359870","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",3272.959473,"Committed Use Discount","Hours","contract-720517","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",9912.735035,"ContractCommitmentDescription 9261","contractcommitment-135253","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",4256.976435,"Savings Plan","Hours","contract-949049","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",6931.59839,"ContractCommitmentDescription 7662","contractcommitment-328596","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",1327.120018,"Savings Plan","Hours","contract-779099","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",8579.221112,"ContractCommitmentDescription 1399","contractcommitment-576935","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",4637.606425,"Reserved Instance","Hours","contract-293929","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",3848.792679,"ContractCommitmentDescription 6454","contractcommitment-656710","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",327.141754,"Savings Plan","Hours","contract-831963","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",5147.364806,"ContractCommitmentDescription 6963","contractcommitment-154067","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",1109.665437,"Savings Plan","Hours","contract-749208","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",5607.582086,"ContractCommitmentDescription 4354","contractcommitment-245129","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",9812.516223,"Reserved Instance","Hours","contract-219073","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",8979.330381,"ContractCommitmentDescription 9250","contractcommitment-813269","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",4229.291251,"Reserved Instance","Hours","contract-490923","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",4701.638498,"ContractCommitmentDescription 9714","contractcommitment-811257","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",8253.79018,"Savings Plan","Hours","contract-751114","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",3906.825028,"ContractCommitmentDescription 3929","contractcommitment-402380","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",9582.565051,"Reserved Instance","Hours","contract-272769","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",5206.876394,"ContractCommitmentDescription 1371","contractcommitment-407410","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",4165.366588,"Committed Use Discount","Hours","contract-238440","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",2915.167972,"ContractCommitmentDescription 2031","contractcommitment-123107","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",8717.937008,"Reserved Instance","Hours","contract-775987","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",4861.483916,"ContractCommitmentDescription 9686","contractcommitment-982804","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",5484.687123,"Savings Plan","Hours","contract-694806","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",3719.023166,"ContractCommitmentDescription 5720","contractcommitment-907141","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",8455.137092,"Reserved Instance","Hours","contract-398196","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",1822.805105,"ContractCommitmentDescription 3873","contractcommitment-980103","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",7081.111572,"Committed Use Discount","Hours","contract-269087","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",4408.886378,"ContractCommitmentDescription 7056","contractcommitment-293458","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",2051.553619,"Committed Use Discount","Hours","contract-797883","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",5336.429574,"ContractCommitmentDescription 2990","contractcommitment-126135","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",4045.623312,"Savings Plan","Hours","contract-580290","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",6472.43952,"ContractCommitmentDescription 5842","contractcommitment-596931","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",8959.774546,"Committed Use Discount","Hours","contract-938416","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",6780.08337,"ContractCommitmentDescription 2914","contractcommitment-423047","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",247.955948,"Committed Use Discount","Hours","contract-567636","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",5834.314415,"ContractCommitmentDescription 4639","contractcommitment-919234","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",9356.650767,"Savings Plan","Hours","contract-123643","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",1944.500393,"ContractCommitmentDescription 6206","contractcommitment-732471","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",6050.778218,"Reserved Instance","Hours","contract-516869","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",2846.503656,"ContractCommitmentDescription 6756","contractcommitment-423050","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",9775.236282,"Committed Use Discount","Hours","contract-326172","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",7286.055155,"ContractCommitmentDescription 7786","contractcommitment-246347","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",8355.115323,"Committed Use Discount","Hours","contract-250616","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",9331.529957,"ContractCommitmentDescription 7156","contractcommitment-192744","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",66.188679,"Committed Use Discount","Hours","contract-534649","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",1860.064181,"ContractCommitmentDescription 7254","contractcommitment-403524","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",5538.669265,"Reserved Instance","Hours","contract-975126","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",7912.195474,"ContractCommitmentDescription 3523","contractcommitment-375436","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",3001.69408,"Committed Use Discount","Hours","contract-230208","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",284.425849,"ContractCommitmentDescription 5541","contractcommitment-617000","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",9943.329541,"Reserved Instance","Hours","contract-709291","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",9742.587484,"ContractCommitmentDescription 2959","contractcommitment-491330","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",5125.258694,"Committed Use Discount","Hours","contract-986340","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",4610.439679,"ContractCommitmentDescription 3219","contractcommitment-474745","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",1633.088518,"Savings Plan","Hours","contract-539892","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",5138.664931,"ContractCommitmentDescription 4002","contractcommitment-901834","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",945.086524,"Reserved Instance","Hours","contract-438277","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",8233.148168,"ContractCommitmentDescription 1211","contractcommitment-243601","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",5181.707463,"Savings Plan","Hours","contract-532007","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",8315.735548,"ContractCommitmentDescription 9612","contractcommitment-987168","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",5320.956537,"Committed Use Discount","Hours","contract-537619","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",3482.099124,"ContractCommitmentDescription 6940","contractcommitment-245766","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",8170.387033,"Committed Use Discount","Hours","contract-900681","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",2223.578478,"ContractCommitmentDescription 3332","contractcommitment-821469","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",2265.744307,"Reserved Instance","Hours","contract-236543","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",7573.340344,"ContractCommitmentDescription 1696","contractcommitment-305888","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",1078.173819,"Committed Use Discount","Hours","contract-721990","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",3016.458054,"ContractCommitmentDescription 1168","contractcommitment-891203","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",965.035989,"Reserved Instance","Hours","contract-716146","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",1455.569777,"ContractCommitmentDescription 5544","contractcommitment-707913","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",3478.365418,"Reserved Instance","Hours","contract-918730","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",5288.387404,"ContractCommitmentDescription 4138","contractcommitment-395548","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",1717.734628,"Committed Use Discount","Hours","contract-860583","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",4396.658292,"ContractCommitmentDescription 2758","contractcommitment-289633","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",8347.421538,"Savings Plan","Hours","contract-324682","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",1103.161612,"ContractCommitmentDescription 3226","contractcommitment-619900","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",7622.736794,"Committed Use Discount","Hours","contract-684195","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",2836.114426,"ContractCommitmentDescription 6111","contractcommitment-820420","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",9761.790472,"Savings Plan","Hours","contract-680822","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",9390.820017,"ContractCommitmentDescription 7020","contractcommitment-288006","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",127.858445,"Committed Use Discount","Hours","contract-804743","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",1192.178439,"ContractCommitmentDescription 7468","contractcommitment-520085","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",6950.37116,"Reserved Instance","Hours","contract-167853","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",1227.621677,"ContractCommitmentDescription 7958","contractcommitment-860427","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",4991.101122,"Committed Use Discount","Hours","contract-893041","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",5114.145151,"ContractCommitmentDescription 3414","contractcommitment-905305","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",4546.347418,"Reserved Instance","Hours","contract-613111","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",7377.983559,"ContractCommitmentDescription 2117","contractcommitment-622332","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",6781.074407,"Reserved Instance","Hours","contract-733952","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",7601.714438,"ContractCommitmentDescription 9518","contractcommitment-904857","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",4921.875134,"Savings Plan","Hours","contract-407823","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",8094.815974,"ContractCommitmentDescription 9856","contractcommitment-673172","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",176.703926,"Reserved Instance","Hours","contract-224921","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",359.811189,"ContractCommitmentDescription 3897","contractcommitment-683707","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",6594.11027,"Savings Plan","Hours","contract-615353","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",5688.552236,"ContractCommitmentDescription 9037","contractcommitment-792142","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",5537.838987,"Committed Use Discount","Hours","contract-599028","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",5910.451187,"ContractCommitmentDescription 7189","contractcommitment-746908","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",6764.877837,"Savings Plan","Hours","contract-164407","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",8095.534276,"ContractCommitmentDescription 1440","contractcommitment-902364","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",8913.428905,"Savings Plan","Hours","contract-202078","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",6612.400058,"ContractCommitmentDescription 5056","contractcommitment-346019","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",6480.828249,"Committed Use Discount","Hours","contract-821411","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",5384.168128,"ContractCommitmentDescription 1612","contractcommitment-583298","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",6577.677866,"Savings Plan","Hours","contract-541631","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",3777.375934,"ContractCommitmentDescription 7394","contractcommitment-438083","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",5725.386448,"Savings Plan","Hours","contract-824423","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",1666.272179,"ContractCommitmentDescription 5907","contractcommitment-480983","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",9694.277528,"Reserved Instance","Hours","contract-766311","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",2973.20269,"ContractCommitmentDescription 7586","contractcommitment-943687","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",2258.85977,"Committed Use Discount","Hours","contract-852570","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",4271.058903,"ContractCommitmentDescription 6690","contractcommitment-934301","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",766.615916,"Savings Plan","Hours","contract-943187","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",4143.142507,"ContractCommitmentDescription 5116","contractcommitment-755322","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",5153.692324,"Committed Use Discount","Hours","contract-289373","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",6608.06216,"ContractCommitmentDescription 8656","contractcommitment-380951","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",9371.629256,"Committed Use Discount","Hours","contract-693616","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",2403.739478,"ContractCommitmentDescription 5919","contractcommitment-985126","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",4353.887842,"Savings Plan","Hours","contract-764721","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",2564.466349,"ContractCommitmentDescription 4868","contractcommitment-525581","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",2384.834224,"Reserved Instance","Hours","contract-129049","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",4220.191289,"ContractCommitmentDescription 1606","contractcommitment-311802","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",1593.584886,"Reserved Instance","Hours","contract-370948","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",7822.33745,"ContractCommitmentDescription 1906","contractcommitment-188006","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",3139.047742,"Savings Plan","Hours","contract-526777","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",5709.733794,"ContractCommitmentDescription 9196","contractcommitment-226502","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",5219.575589,"Committed Use Discount","Hours","contract-364039","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",3292.85911,"ContractCommitmentDescription 7388","contractcommitment-944986","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",7483.742293,"Reserved Instance","Hours","contract-328598","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",4083.755557,"ContractCommitmentDescription 1916","contractcommitment-614178","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",5334.699703,"Committed Use Discount","Hours","contract-431863","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",3629.980123,"ContractCommitmentDescription 7025","contractcommitment-961264","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",3081.713991,"Committed Use Discount","Hours","contract-982348","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",6389.490586,"ContractCommitmentDescription 6945","contractcommitment-951706","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",6852.483386,"Committed Use Discount","Hours","contract-999308","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",902.503277,"ContractCommitmentDescription 4857","contractcommitment-411870","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",2103.864913,"Reserved Instance","Hours","contract-762021","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",4710.912834,"ContractCommitmentDescription 7765","contractcommitment-982023","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",3327.222147,"Savings Plan","Hours","contract-964446","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",6021.15942,"ContractCommitmentDescription 9973","contractcommitment-873624","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",3267.683421,"Committed Use Discount","Hours","contract-898989","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",30.758038,"ContractCommitmentDescription 4278","contractcommitment-758816","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",3055.475378,"Committed Use Discount","Hours","contract-216211","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",7926.422949,"ContractCommitmentDescription 6233","contractcommitment-573421","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",4783.6548,"Committed Use Discount","Hours","contract-373342","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",4144.964246,"ContractCommitmentDescription 3980","contractcommitment-512608","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",8763.900129,"Committed Use Discount","Hours","contract-121741","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",9068.447805,"ContractCommitmentDescription 8576","contractcommitment-307897","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",2617.831655,"Reserved Instance","Hours","contract-520515","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",1701.228838,"ContractCommitmentDescription 2922","contractcommitment-114800","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",7185.834238,"Savings Plan","Hours","contract-967442","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",2879.619729,"ContractCommitmentDescription 9096","contractcommitment-500633","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",1301.993313,"Reserved Instance","Hours","contract-964119","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",287.731162,"ContractCommitmentDescription 5289","contractcommitment-346924","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",6176.802401,"Reserved Instance","Hours","contract-711218","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",9743.991769,"ContractCommitmentDescription 7513","contractcommitment-820216","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",2122.176641,"Savings Plan","Hours","contract-871861","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",3328.625406,"ContractCommitmentDescription 4847","contractcommitment-593808","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",9082.265374,"Committed Use Discount","Hours","contract-105621","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",6712.620211,"ContractCommitmentDescription 3166","contractcommitment-686741","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",411.249889,"Reserved Instance","Hours","contract-278117","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",7102.555747,"ContractCommitmentDescription 8093","contractcommitment-248683","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",2604.060107,"Savings Plan","Hours","contract-234082","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
