"BillingCurrency","ContractCommitmentApplicability","ContractCommitmentBenefitCategory","ContractCommitmentCategory","ContractCommitmentCost","ContractCommitmentCreated","ContractCommitmentDescription","ContractCommitmentDiscountPercentage","ContractCommitmentDurationType","ContractCommitmentFulfillmentInterval","ContractCommitmentId","ContractCommitmentLastUpdated","ContractCommitmentLifecycleStatus","ContractCommitmentModel","ContractCommitmentOfferCategory","ContractCommitmentPaymentInterval","ContractCommitmentPaymentModel","ContractCommitmentPaymentUpfrontPercentage","ContractCommitmentPeriodEnd","ContractCommitmentPeriodStart","ContractCommitmentQuantity","ContractCommitmentType","ContractCommitmentUnit","ContractId","ContractPeriodEnd","ContractPeriodStart","InvoiceIssuerName","PricingCurrency","PricingCurrencyContractCommitmentCost","ServiceProviderName"
"USD","{}","Availability","Usage",9697.269734,"2024-08-30T00:00:00Z","ContractCommitmentDescription 7619",NULL,"Reserved Instance","Monthly","contractcommitment-515912","2024-10-02T00:00:00Z","Exhausted","Discontinuous","Negotiated","One-Time","All Upfront",1.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",6917.948499,"Committed Use Discount","Hours","contract-915509","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Microsoft","USD",4636.737769,"Microsoft"
"USD","{}","Discount","Spend",1166.276342,"2024-08-23T00:00:00Z","ContractCommitmentDescription 2999",4892.18441,"Committed Use Discount","Transactional","contractcommitment-335861","2024-10-11T00:00:00Z","Proposed","Discontinuous","Public","One-Time","All Upfront",1.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",5928.790061,"Savings Plan","Hours","contract-775908","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Oracle","USD",7027.369844,"Oracle"
"USD","{}","Discount","Spend",4053.30515,"2024-08-13T00:00:00Z","ContractCommitmentDescription 1323",3937.965449,"Committed Use Discount","Transactional","contractcommitment-612295","2024-10-03T00:00:00Z","Proposed","Continuous","Negotiated","Custom","No Upfront",0.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",5991.026066,"Reserved Instance","Hours","contract-681667","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Google","USD",4472.328782,"Google"
"USD","{}","Entitlement","Spend",878.20929,"2024-08-28T00:00:00Z","ContractCommitmentDescription 5206",8514.501062,"Reserved Instance","Daily","contractcommitment-230775","2024-10-01T00:00:00Z","Expired","Discontinuous","Public","Annual","No Upfront",0.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",9452.284847,"Reserved Instance","Hours","contract-415201","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Google","USD",461.662631,"Google"
"USD","{}","Other","Usage",5226.662599,"2024-08-14T00:00:00Z","ContractCommitmentDescription 6769",6061.721335,"Committed Use Discount","Monthly","contractcommitment-821347","2024-10-08T00:00:00Z","Proposed","Continuous","Negotiated","One-Time","No Upfront",0.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",8560.851725,"Reserved Instance","Hours","contract-731394","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Google","USD",5520.706267,"Google"
"USD","{}","Discount","Usage",2606.744422,"2024-08-23T00:00:00Z","ContractCommitmentDescription 3675",4000.593756,"Reserved Instance","Quarterly","contractcommitment-809388","2024-10-03T00:00:00Z","Exhausted","Continuous","Negotiated","One-Time","All Upfront",1.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",9953.59269,"Committed Use Discount","Hours","contract-849149","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Google","USD",3721.422595,"Google"
"USD","{}","Other","Spend",9640.177012,"2024-08-18T00:00:00Z","ContractCommitmentDescription 5055",775.24597,"Reserved Instance","Transactional","contractcommitment-215333","2024-10-03T00:00:00Z","Canceled","Discontinuous","Negotiated","One-Time","All Upfront",1.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",9092.453892,"Savings Plan","Hours","contract-936865","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Microsoft","USD",2257.654687,"Microsoft"
"USD","{}","Discount","Spend",1757.313723,"2024-08-28T00:00:00Z","ContractCommitmentDescription 6022",5888.270499,"Savings Plan","Daily","contractcommitment-654654","2024-10-07T00:00:00Z","Active","Discontinuous","Public","Annual","No Upfront",0.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",1707.474166,"Savings Plan","Hours","contract-461940","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","AWS","USD",8060.84996,"AWS"
"USD","{}","Discount","Spend",6575.629348,"2024-08-16T00:00:00Z","ContractCommitmentDescription 3337",3788.006646,"Committed Use Discount","Quarterly","contractcommitment-155432","2024-10-10T00:00:00Z","Canceled","Discontinuous","Negotiated","One-Time","All Upfront",1.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",4577.865912,"Savings Plan","Hours","contract-937255","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Oracle","USD",4686.658196,"Oracle"
"USD","{}","Entitlement","Usage",6356.352483,"2024-08-23T00:00:00Z","ContractCommitmentDescription 2424",9474.546485,"Savings Plan","Semi-Annually","contractcommitment-986304","2024-10-07T00:00:00Z","Proposed","Continuous","Negotiated","Custom","No Upfront",0.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",1651.131256,"Reserved Instance","Hours","contract-879521","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Google","USD",2858.508643,"Google"
"USD","{}","Entitlement","Usage",4978.052044,"2024-08-31T00:00:00Z","ContractCommitmentDescription 9722",6978.819529,"Savings Plan","Hourly","contractcommitment-746223","2024-10-07T00:00:00Z","Pending","Continuous","Public","One-Time","All Upfront",1.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",2442.26247,"Committed Use Discount","Hours","contract-817307","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Oracle","USD",6091.936085,"Oracle"
"USD","{}","Entitlement","Spend",3670.509371,"2024-08-26T00:00:00Z","ContractCommitmentDescription 3184",5136.84484,"Reserved Instance","Annually","contractcommitment-619577","2024-10-11T00:00:00Z","Exhausted","Continuous","Public","One-Time","Partial Upfront",9140.45175,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",2497.652235,"Committed Use Discount","Hours","contract-404154","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Oracle","USD",2991.77993,"Oracle"
"USD","{}","Other","Spend",9230.563663,"2024-08-23T00:00:00Z","ContractCommitmentDescription 9446",8257.273875,"Reserved Instance","Total Term","contractcommitment-747756","2024-10-04T00:00:00Z","Superseded","Discontinuous","Negotiated","Quarterly","No Upfront",0.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",3285.518013,"Savings Plan","Hours","contract-105404","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Google","USD",3497.216991,"Google"
"USD","{}","Other","Usage",1975.444338,"2024-08-19T00:00:00Z","ContractCommitmentDescription 9668",5143.185995,"Reserved Instance","Annually","contractcommitment-229858","2024-10-06T00:00:00Z","Exhausted","Continuous","Negotiated","Custom","Partial Upfront",2260.952329,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",3953.58826,"Savings Plan","Hours","contract-549148","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Microsoft","USD",8921.933858,"Microsoft"
"USD","{}","Entitlement","Usage",7470.91088,"2024-08-28T00:00:00Z","ContractCommitmentDescription 1095",3592.367462,"Committed Use Discount","Monthly","contractcommitment-216041","2024-10-08T00:00:00Z","Pending","Discontinuous","Negotiated","Monthly","Partial Upfront",4210.557695,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",3312.135108,"Reserved Instance","Hours","contract-798566","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Google","USD",1989.919241,"Google"
"USD","{}","Other","Spend",3248.876985,"2024-08-23T00:00:00Z","ContractCommitmentDescription 7551",5018.585825,"Committed Use Discount","Annually","contractcommitment-237801","2024-10-02T00:00:00Z","Proposed","Continuous","Negotiated","Monthly","No Upfront",0.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",136.489553,"Committed Use Discount","Hours","contract-154567","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Oracle","USD",6783.103185,"Oracle"
"USD","{}","Other","Usage",2822.233698,"2024-08-18T00:00:00Z","ContractCommitmentDescription 2353",7608.998971,"Reserved Instance","Custom","contractcommitment-259903","2024-10-10T00:00:00Z","Canceled","Continuous","Negotiated","Quarterly","No Upfront",0.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",9942.570604,"Reserved Instance","Hours","contract-308050","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Google","USD",4738.928281,"Google"
"USD","{}","Entitlement","Spend",1204.611892,"2024-08-15T00:00:00Z","ContractCommitmentDescription 7574",383.664315,"Reserved Instance","Weekly","contractcommitment-547011","2024-10-10T00:00:00Z","Proposed","Continuous","Negotiated","One-Time","Partial Upfront",4072.971905,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",3064.459465,"Committed Use Discount","Hours","contract-332548","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","AWS","USD",3361.778515,"AWS"
"USD","{}","Discount","Usage",1100.549494,"2024-08-30T00:00:00Z","ContractCommitmentDescription 6956",2805.559407,"Savings Plan","Annually","contractcommitment-358965","2024-10-09T00:00:00Z","Active","Continuous","Negotiated","One-Time","No Upfront",0.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",7447.547042,"Reserved Instance","Hours","contract-594988","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Oracle","USD",2801.593535,"Oracle"
"USD","{}","Availability","Usage",3043.566951,"2024-08-18T00:00:00Z","ContractCommitmentDescription 2587",NULL,"Committed Use Discount","Transactional","contractcommitment-907889","2024-10-03T00:00:00Z","Superseded","Continuous","Public","One-Time","All Upfront",1.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",7429.3202,"Committed Use Discount","Hours","contract-734088","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","AWS","USD",3715.92285,"AWS"
"USD","{}","Discount","Spend",6295.586284,"2024-08-25T00:00:00Z","ContractCommitmentDescription 2971",410.389348,"Committed Use Discount","Monthly","contractcommitment-302299","2024-10-10T00:00:00Z","Canceled","Discontinuous","Negotiated","One-Time","All Upfront",1.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",3014.764169,"Savings Plan","Hours","contract-659475","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Google","USD",7207.694661,"Google"
"USD","{}","Availability","Usage",8949.130279,"2024-08-27T00:00:00Z","ContractCommitmentDescription 8347",NULL,"Reserved Instance","Annually","contractcommitment-170997","2024-10-04T00:00:00Z","Exhausted","Discontinuous","Negotiated","One-Time","All Upfront",1.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",9674.869413,"Savings Plan","Hours","contract-693677","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","AWS","USD",607.933908,"AWS"
"USD","{}","Discount","Spend",4377.449434,"2024-08-19T00:00:00Z","ContractCommitmentDescription 9344",3841.504198,"Savings Plan","Annually","contractcommitment-736714","2024-10-08T00:00:00Z","Active","Continuous","Negotiated","One-Time","No Upfront",0.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",5921.12755,"Reserved Instance","Hours","contract-577564","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Microsoft","USD",5038.177647,"Microsoft"
"USD","{}","Availability","Spend",1711.090969,"2024-08-22T00:00:00Z","ContractCommitmentDescription 1747",NULL,"Savings Plan","Hourly","contractcommitment-770685","2024-10-04T00:00:00Z","Pending","Discontinuous","Negotiated","Quarterly","No Upfront",0.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",2490.080743,"Reserved Instance","Hours","contract-221828","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Google","USD",13.999615,"Google"
"USD","{}","Availability","Spend",4083.428822,"2024-08-12T00:00:00Z","ContractCommitmentDescription 5831",NULL,"Reserved Instance","Hourly","contractcommitment-963955","2024-10-06T00:00:00Z","Active","Continuous","Public","Monthly","Partial Upfront",9716.04705,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",5373.886947,"Committed Use Discount","Hours","contract-857703","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Google","USD",7457.69789,"Google"
"USD","{}","Entitlement","Usage",2206.390375,"2024-08-23T00:00:00Z","ContractCommitmentDescription 5403",2039.186327,"Committed Use Discount","Annually","contractcommitment-263201","2024-10-11T00:00:00Z","Exhausted","Continuous","Public","Quarterly","No Upfront",0.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",936.910622,"Reserved Instance","Hours","contract-294015","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Oracle","USD",8155.979876,"Oracle"
"USD","{}","Entitlement","Usage",210.473039,"2024-08-25T00:00:00Z","ContractCommitmentDescription 3669",8852.530433,"Savings Plan","Custom","contractcommitment-296972","2024-10-10T00:00:00Z","Proposed","Continuous","Negotiated","Semi-Annual","No Upfront",0.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",6451.187579,"Savings Plan","Hours","contract-859490","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Microsoft","USD",5267.7855,"Microsoft"
"USD","{}","Discount","Spend",8265.622483,"2024-08-12T00:00:00Z","ContractCommitmentDescription 1716",1321.79046,"Reserved Instance","Quarterly","contractcommitment-249564","2024-10-02T00:00:00Z","Canceled","Continuous","Negotiated","One-Time","All Upfront",1.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",3383.899171,"Committed Use Discount","Hours","contract-312149","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","AWS","USD",1392.300984,"AWS"
"USD","{}","Entitlement","Spend",558.755066,"2024-08-26T00:00:00Z","ContractCommitmentDescription 5382",6274.85853,"Reserved Instance","Hourly","contractcommitment-964996","2024-10-05T00:00:00Z","Proposed","Continuous","Public","One-Time","All Upfront",1.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",4152.846719,"Reserved Instance","Hours","contract-125166","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Oracle","USD",2266.751411,"Oracle"
"USD","{}","Other","Spend",4918.205751,"2024-08-27T00:00:00Z","ContractCommitmentDescription 2804",2245.224573,"Savings Plan","Semi-Annually","contractcommitment-179995","2024-10-06T00:00:00Z","Expired","Discontinuous","Negotiated","Quarterly","No Upfront",0.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",6045.06382,"Reserved Instance","Hours","contract-656249","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Oracle","USD",3348.440647,"Oracle"
"USD","{}","Availability","Usage",8754.021682,"2024-08-18T00:00:00Z","ContractCommitmentDescription 5441",NULL,"Committed Use Discount","Semi-Annually","contractcommitment-378293","2024-10-03T00:00:00Z","Superseded","Continuous","Negotiated","One-Time","All Upfront",1.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",1477.801829,"Savings Plan","Hours","contract-954222","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Microsoft","USD",673.136347,"Microsoft"
"USD","{}","Entitlement","Spend",7675.354137,"2024-08-23T00:00:00Z","ContractCommitmentDescription 6777",3193.157799,"Savings Plan","Total Term","contractcommitment-827104","2024-10-03T00:00:00Z","Exhausted","Discontinuous","Negotiated","Custom","No Upfront",0.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",5493.392609,"Committed Use Discount","Hours","contract-616530","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Oracle","USD",5324.744324,"Oracle"
"USD","{}","Other","Spend",7030.933133,"2024-08-19T00:00:00Z","ContractCommitmentDescription 4853",3617.094308,"Reserved Instance","Hourly","contractcommitment-480002","2024-10-02T00:00:00Z","Expired","Discontinuous","Negotiated","One-Time","No Upfront",0.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",3608.585361,"Reserved Instance","Hours","contract-582752","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Microsoft","USD",1441.402423,"Microsoft"
"USD","{}","Entitlement","Spend",9620.519854,"2024-08-24T00:00:00Z","ContractCommitmentDescription 3344",3774.607832,"Reserved Instance","Annually","contractcommitment-489739","2024-10-04T00:00:00Z","Proposed","Continuous","Negotiated","One-Time","All Upfront",1.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",301.857304,"Savings Plan","Hours","contract-182830","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Oracle","USD",2450.458041,"Oracle"
"USD","{}","Other","Spend",7481.071243,"2024-08-13T00:00:00Z","ContractCommitmentDescription 5907",4701.845006,"Committed Use Discount","Semi-Annually","contractcommitment-565540","2024-10-07T00:00:00Z","Superseded","Continuous","Public","One-Time","No Upfront",0.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",6424.542817,"Committed Use Discount","Hours","contract-627743","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","AWS","USD",1603.48788,"AWS"
"USD","{}","Availability","Usage",7093.528154,"2024-08-18T00:00:00Z","ContractCommitmentDescription 7941",NULL,"Savings Plan","Daily","contractcommitment-646833","2024-10-11T00:00:00Z","Exhausted","Continuous","Negotiated","One-Time","All Upfront",1.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",3922.909586,"Committed Use Discount","Hours","contract-956223","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Oracle","USD",6924.265956,"Oracle"
"USD","{}","Entitlement","Spend",8033.392606,"2024-08-21T00:00:00Z","ContractCommitmentDescription 7950",1947.305893,"Reserved Instance","Daily","contractcommitment-181588","2024-10-11T00:00:00Z","Active","Discontinuous","Negotiated","Monthly","Partial Upfront",1627.604033,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",1064.645429,"Reserved Instance","Hours","contract-893270","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Oracle","USD",9096.870147,"Oracle"
"USD","{}","Availability","Spend",9766.631467,"2024-08-14T00:00:00Z","ContractCommitmentDescription 1735",NULL,"Savings Plan","Hourly","contractcommitment-150382","2024-10-04T00:00:00Z","Active","Continuous","Public","One-Time","Partial Upfront",7516.7943,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",9587.390229,"Committed Use Discount","Hours","contract-429748","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Microsoft","USD",7518.422707,"Microsoft"
"USD","{}","Other","Spend",5021.771178,"2024-08-27T00:00:00Z","ContractCommitmentDescription 3460",236.853107,"Savings Plan","Total Term","contractcommitment-714841","2024-10-11T00:00:00Z","Superseded","Continuous","Public","Monthly","No Upfront",0.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",787.528596,"Committed Use Discount","Hours","contract-853362","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Google","USD",2315.700791,"Google"
"USD","{}","Availability","Usage",7853.518585,"2024-08-27T00:00:00Z","ContractCommitmentDescription 6554",NULL,"Committed Use Discount","Annually","contractcommitment-141956","2024-10-03T00:00:00Z","Canceled","Discontinuous","Negotiated","One-Time","All Upfront",1.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",9580.156516,"Committed Use Discount","Hours","contract-202137","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Microsoft","USD",8047.264443,"Microsoft"
"USD","{}","Discount","Usage",3137.187002,"2024-08-22T00:00:00Z","ContractCommitmentDescription 5843",1614.72485,"Savings Plan","Custom","contractcommitment-480977","2024-10-09T00:00:00Z","Active","Continuous","Negotiated","One-Time","All Upfront",1.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",2579.440995,"Savings Plan","Hours","contract-900216","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Microsoft","USD",8766.578692,"Microsoft"
"USD","{}","Availability","Usage",4009.392143,"2024-08-28T00:00:00Z","ContractCommitmentDescription 3113",NULL,"Committed Use Discount","Custom","contractcommitment-428881","2024-10-10T00:00:00Z","Active","Continuous","Public","Annual","Partial Upfront",2628.274327,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",8755.364566,"Committed Use Discount","Hours","contract-750760","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Microsoft","USD",9774.316374,"Microsoft"
"USD","{}","Discount","Usage",3758.216885,"2024-08-24T00:00:00Z","ContractCommitmentDescription 7541",8538.291907,"Reserved Instance","Annually","contractcommitment-584734","2024-10-09T00:00:00Z","Canceled","Continuous","Public","Semi-Annual","Partial Upfront",6424.844826,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",9001.265155,"Savings Plan","Hours","contract-189991","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","AWS","USD",1802.733595,"AWS"
"USD","{}","Availability","Spend",3172.848623,"2024-08-19T00:00:00Z","ContractCommitmentDescription 8967",NULL,"Committed Use Discount","Total Term","contractcommitment-219879","2024-10-07T00:00:00Z","Active","Discontinuous","Negotiated","Annual","No Upfront",0.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",1455.138001,"Reserved Instance","Hours","contract-695807","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","AWS","USD",313.23254,"AWS"
"USD","{}","Entitlement","Spend",2114.928876,"2024-08-30T00:00:00Z","ContractCommitmentDescription 1375",9526.450094,"Committed Use Discount","Annually","contractcommitment-382956","2024-10-06T00:00:00Z","Active","Continuous","Negotiated","Monthly","No Upfront",0.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",817.091115,"Committed Use Discount","Hours","contract-540110","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Oracle","USD",5247.77943,"Oracle"
"USD","{}","Availability","Usage",1645.332813,"2024-08-26T00:00:00Z","ContractCommitmentDescription 6722",NULL,"Savings Plan","Total Term","contractcommitment-661519","2024-10-01T00:00:00Z","Canceled","Continuous","Public","One-Time","All Upfront",1.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",8230.156974,"Committed Use Discount","Hours","contract-181588","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Google","USD",7227.236827,"Google"
"USD","{}","Entitlement","Usage",9338.193994,"2024-08-21T00:00:00Z","ContractCommitmentDescription 9182",8643.013486,"Reserved Instance","Annually","contractcommitment-375568","2024-10-11T00:00:00Z","Expired","Continuous","Public","One-Time","All Upfront",1.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",9694.575114,"Reserved Instance","Hours","contract-329242","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Microsoft","USD",7457.075415,"Microsoft"
"USD","{}","Other","Spend",3480.85554,"2024-08-18T00:00:00Z","ContractCommitmentDescription 4131",9717.445052,"Committed Use Discount","Hourly","contractcommitment-488241","2024-10-09T00:00:00Z","Superseded","Discontinuous","Negotiated","Quarterly","Partial Upfront",5020.852001,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",8677.581483,"Committed Use Discount","Hours","contract-780433","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Microsoft","USD",9990.481694,"Microsoft"
"USD","{}","Other","Usage",1133.799994,"2024-08-18T00:00:00Z","ContractCommitmentDescription 3880",4588.235649,"Savings Plan","Weekly","contractcommitment-679604","2024-10-06T00:00:00Z","Expired","Continuous","Public","Semi-Annual","Partial Upfront",8450.916086,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",6885.506561,"Savings Plan","Hours","contract-836197","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Oracle","USD",6203.764896,"Oracle"
"USD","{}","Discount","Usage",1036.753021,"2024-08-29T00:00:00Z","ContractCommitmentDescription 9924",997.020724,"Savings Plan","Transactional","contractcommitment-709467","2024-10-02T00:00:00Z","Superseded","Continuous","Public","Semi-Annual","No Upfront",0.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",4546.298798,"Savings Plan","Hours","contract-305059","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","AWS","USD",8563.426321,"AWS"
"USD","{}","Other","Spend",9396.168096,"2024-08-20T00:00:00Z","ContractCommitmentDescription 4668",5075.60814,"Savings Plan","Quarterly","contractcommitment-422328","2024-10-08T00:00:00Z","Superseded","Discontinuous","Negotiated","One-Time","Partial Upfront",326.746107,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",262.468171,"Savings Plan","Hours","contract-959868","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","AWS","USD",7412.454307,"AWS"
"USD","{}","Entitlement","Usage",1926.604034,"2024-08-21T00:00:00Z","ContractCommitmentDescription 7444",8285.498995,"Committed Use Discount","Annually","contractcommitment-235130","2024-10-03T00:00:00Z","Canceled","Discontinuous","Negotiated","Semi-Annual","Partial Upfront",5172.77078,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",4374.01587,"Reserved Instance","Hours","contract-628751","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Google","USD",1183.727282,"Google"
"USD","{}","Entitlement","Spend",932.65407,"2024-08-23T00:00:00Z","ContractCommitmentDescription 8166",115.381228,"Committed Use Discount","Weekly","contractcommitment-129169","2024-10-09T00:00:00Z","Expired","Continuous","Public","One-Time","All Upfront",1.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",9834.141914,"Committed Use Discount","Hours","contract-295617","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Oracle","USD",2397.218842,"Oracle"
"USD","{}","Other","Usage",6592.576955,"2024-08-22T00:00:00Z","ContractCommitmentDescription 5505",829.633693,"Reserved Instance","Hourly","contractcommitment-769396","2024-10-04T00:00:00Z","Expired","Continuous","Negotiated","One-Time","All Upfront",1.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",1418.353862,"Savings Plan","Hours","contract-197283","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Microsoft","USD",773.814283,"Microsoft"
"USD","{}","Discount","Usage",735.759697,"2024-08-25T00:00:00Z","ContractCommitmentDescription 2250",2102.959729,"Savings Plan","Annually","contractcommitment-428817","2024-10-07T00:00:00Z","Canceled","Discontinuous","Negotiated","Monthly","Partial Upfront",101.402916,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",1786.770721,"Committed Use Discount","Hours","contract-222900","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Google","USD",9759.158741,"Google"
"USD","{}","Discount","Spend",5217.485558,"2024-08-16T00:00:00Z","ContractCommitmentDescription 5169",9265.831792,"Reserved Instance","Custom","contractcommitment-130990","2024-10-10T00:00:00Z","Expired","Continuous","Negotiated","Monthly","Partial Upfront",1147.88457,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",2169.577854,"Savings Plan","Hours","contract-330436","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Google","USD",834.427605,"Google"
"USD","{}","Discount","Usage",7080.835741,"2024-08-23T00:00:00Z","ContractCommitmentDescription 5822",4670.437481,"Savings Plan","Annually","contractcommitment-637559","2024-10-05T00:00:00Z","Exhausted","Continuous","Public","Monthly","No Upfront",0.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",8873.148912,"Savings Plan","Hours","contract-207892","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Microsoft","USD",5836.482554,"Microsoft"
"USD","{}","Other","Usage",5963.29784,"2024-08-26T00:00:00Z","ContractCommitmentDescription 5451",8158.921996,"Committed Use Discount","Daily","contractcommitment-736795","2024-10-04T00:00:00Z","Exhausted","Discontinuous","Negotiated","Annual","Partial Upfront",3739.604868,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",6326.984675,"Reserved Instance","Hours","contract-275373","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Google","USD",8894.496861,"Google"
