"BilledCost","BillingAccountId","BillingCurrency","BillingPeriodEnd","BillingPeriodStart","ChargeCategory","InvoiceDetailCreated","InvoiceDetailDescription","InvoiceDetailGrain","InvoiceDetailId","InvoiceDetailLastUpdated","InvoiceId","InvoiceIssueDate","InvoiceIssueStatus","InvoiceIssuerName","PaymentCurrency","PaymentCurrencyBilledCost","PaymentCurrencyInvoiceDetailId","PaymentDueDate","PaymentTerms","PurchaseOrderNumber","ReferenceInvoiceId"
3204.827835,"billingaccount-129514","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Adjustment","2024-08-12T00:00:00Z","InvoiceDetailDescription 1739","{}","invoicedetail-234425","2024-10-11T00:00:00Z","invoice-977589","2024-10-04T00:00:00Z","Issued","Oracle","USD",3488.767878,"invoicedetail-234425","2024-10-20T00:00:00Z","Due on receipt","PO-712333","referenceinvoice-128206"
9919.455227,"billingaccount-531939","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Tax","2024-08-19T00:00:00Z","InvoiceDetailDescription 1924","{}","invoicedetail-793360","2024-10-02T00:00:00Z","invoice-356092","2024-10-05T00:00:00Z","Open","Google","USD",2346.220884,"invoicedetail-793360","2024-10-23T00:00:00Z","Net 60","PO-721314","referenceinvoice-189067"
197.119902,"billingaccount-441958","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Usage","2024-08-22T00:00:00Z","InvoiceDetailDescription 8551","{}","invoicedetail-789719","2024-10-02T00:00:00Z","invoice-542995","2024-10-04T00:00:00Z","Voided","AWS","USD",5147.598229,"invoicedetail-789719","2024-10-16T00:00:00Z","Net 60","PO-379570","referenceinvoice-121393"
5703.535407,"billingaccount-438083","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Adjustment","2024-08-13T00:00:00Z","InvoiceDetailDescription 2601","{}","invoicedetail-947591","2024-10-01T00:00:00Z","invoice-612081","2024-10-04T00:00:00Z","Open","Oracle","USD",6908.639645,"invoicedetail-947591","2024-10-23T00:00:00Z","Net 30","PO-452287","referenceinvoice-620860"
9694.277528,"billingaccount-311559","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Credit","2024-08-26T00:00:00Z","InvoiceDetailDescription 2234","{}","invoicedetail-981202","2024-10-10T00:00:00Z","invoice-991640","2024-10-04T00:00:00Z","Voided","Google","USD",2140.801049,"invoicedetail-981202","2024-10-22T00:00:00Z","Net 60","PO-149840","referenceinvoice-411762"
8441.86884,"billingaccount-199335","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Adjustment","2024-08-24T00:00:00Z","InvoiceDetailDescription 6518","{}","invoicedetail-386643","2024-10-10T00:00:00Z","invoice-170537","2024-10-02T00:00:00Z","Voided","Oracle","USD",8011.856715,"invoicedetail-386643","2024-10-31T00:00:00Z","Net 60","PO-547852","referenceinvoice-319927"
8041.267119,"billingaccount-553939","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Adjustment","2024-08-29T00:00:00Z","InvoiceDetailDescription 6133","{}","invoicedetail-309795","2024-10-11T00:00:00Z","invoice-534439","2024-10-04T00:00:00Z","Issued","Google","USD",2512.647929,"invoicedetail-309795","2024-10-27T00:00:00Z","Due on receipt","PO-575244","referenceinvoice-804181"
5768.432952,"billingaccount-323297","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Credit","2024-08-31T00:00:00Z","InvoiceDetailDescription 5389","{}","invoicedetail-768914","2024-10-11T00:00:00Z","invoice-658596","2024-10-06T00:00:00Z","Voided","Microsoft","USD",8527.746481,"invoicedetail-768914","2024-10-18T00:00:00Z","Net 60","PO-693616","referenceinvoice-861911"
1477.436888,"billingaccount-257782","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Tax","2024-08-15T00:00:00Z","InvoiceDetailDescription 8133","{}","invoicedetail-530189","2024-10-04T00:00:00Z","invoice-434132","2024-10-04T00:00:00Z","Open","AWS","USD",6339.274884,"invoicedetail-530189","2024-10-25T00:00:00Z","Net 60","PO-379901","referenceinvoice-963723"
4058.659392,"billingaccount-219074","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Purchase","2024-08-26T00:00:00Z","InvoiceDetailDescription 4144","{}","invoicedetail-129049","2024-10-05T00:00:00Z","invoice-357516","2024-10-06T00:00:00Z","Issued","Google","USD",4641.597009,"invoicedetail-129049","2024-10-20T00:00:00Z","Due on receipt","PO-557318","referenceinvoice-542519"
291.418676,"billingaccount-928028","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Tax","2024-08-25T00:00:00Z","InvoiceDetailDescription 3883","{}","invoicedetail-775591","2024-10-03T00:00:00Z","invoice-993933","2024-10-04T00:00:00Z","Open","AWS","USD",9637.868905,"invoicedetail-775591","2024-10-15T00:00:00Z","Net 60","PO-920231","referenceinvoice-120875"
8671.717797,"billingaccount-526777","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Tax","2024-08-29T00:00:00Z","InvoiceDetailDescription 2479","{}","invoicedetail-516174","2024-10-06T00:00:00Z","invoice-980605","2024-10-06T00:00:00Z","Voided","AWS","USD",8427.502672,"invoicedetail-516174","2024-10-22T00:00:00Z","Net 30","PO-217369","referenceinvoice-698708"
2518.080584,"billingaccount-194632","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Purchase","2024-08-15T00:00:00Z","InvoiceDetailDescription 3003","{}","invoicedetail-910749","2024-10-11T00:00:00Z","invoice-945872","2024-10-06T00:00:00Z","Issued","AWS","USD",3292.85911,"invoicedetail-910749","2024-10-29T00:00:00Z","Due on receipt","PO-873048","referenceinvoice-508892"
1751.542554,"billingaccount-387883","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Credit","2024-08-18T00:00:00Z","InvoiceDetailDescription 7690","{}","invoicedetail-366659","2024-10-04T00:00:00Z","invoice-718115","2024-10-03T00:00:00Z","Open","Microsoft","USD",4903.585802,"invoicedetail-366659","2024-10-13T00:00:00Z","Net 60","PO-833602","referenceinvoice-218448"
2463.466895,"billingaccount-391224","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Purchase","2024-08-14T00:00:00Z","InvoiceDetailDescription 6947","{}","invoicedetail-598306","2024-10-07T00:00:00Z","invoice-850435","2024-10-05T00:00:00Z","Issued","Google","USD",8213.653662,"invoicedetail-598306","2024-11-02T00:00:00Z","Net 30","PO-776748","referenceinvoice-735242"
5527.279033,"billingaccount-424291","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Tax","2024-08-30T00:00:00Z","InvoiceDetailDescription 2999","{}","invoicedetail-660894","2024-10-11T00:00:00Z","invoice-347864","2024-10-03T00:00:00Z","Issued","AWS","USD",3884.710149,"invoicedetail-660894","2024-10-18T00:00:00Z","Net 60","PO-367946","referenceinvoice-415504"
9158.908012,"billingaccount-762021","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Tax","2024-08-24T00:00:00Z","InvoiceDetailDescription 7656","{}","invoicedetail-927659","2024-10-05T00:00:00Z","invoice-135527","2024-10-03T00:00:00Z","Issued","AWS","USD",8664.445883,"invoicedetail-927659","2024-10-15T00:00:00Z","Net 60","PO-593975","referenceinvoice-872739"
6984.821875,"billingaccount-630930","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Usage","2024-08-21T00:00:00Z","InvoiceDetailDescription 6764","{}","invoicedetail-541314","2024-10-07T00:00:00Z","invoice-731364","2024-10-02T00:00:00Z","Voided","Oracle","USD",8134.280484,"invoicedetail-541314","2024-10-14T00:00:00Z","Due on receipt","PO-442641","referenceinvoice-575279"
4434.04971,"billingaccount-772240","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Purchase","2024-08-30T00:00:00Z","InvoiceDetailDescription 1050","{}","invoicedetail-520124","2024-10-11T00:00:00Z","invoice-309794","2024-10-03T00:00:00Z","Voided","AWS","USD",3055.475378,"invoicedetail-520124","2024-10-30T00:00:00Z","Due on receipt","PO-186226","referenceinvoice-216211"
6857.533783,"billingaccount-931145","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Tax","2024-08-24T00:00:00Z","InvoiceDetailDescription 8397","{}","invoicedetail-601602","2024-10-09T00:00:00Z","invoice-870883","2024-10-03T00:00:00Z","Open","Microsoft","USD",2606.798796,"invoicedetail-601602","2024-10-29T00:00:00Z","Due on receipt","PO-721826","referenceinvoice-966929"
3675.995632,"billingaccount-512608","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Credit","2024-08-22T00:00:00Z","InvoiceDetailDescription 4677","{}","invoicedetail-121741","2024-10-04T00:00:00Z","invoice-124085","2024-10-02T00:00:00Z","Voided","Google","USD",6471.066893,"invoicedetail-121741","2024-10-22T00:00:00Z","Due on receipt","PO-339816","referenceinvoice-193298"
4010.349111,"billingaccount-549737","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Adjustment","2024-08-25T00:00:00Z","InvoiceDetailDescription 5262","{}","invoicedetail-256501","2024-10-05T00:00:00Z","invoice-193387","2024-10-03T00:00:00Z","Issued","Oracle","USD",1701.228838,"invoicedetail-256501","2024-10-11T00:00:00Z","Due on receipt","PO-223050","referenceinvoice-114800"
2244.839498,"billingaccount-313013","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Purchase","2024-08-17T00:00:00Z","InvoiceDetailDescription 5361","{}","invoicedetail-401950","2024-10-11T00:00:00Z","invoice-882702","2024-10-05T00:00:00Z","Issued","Oracle","USD",3820.735151,"invoicedetail-401950","2024-10-15T00:00:00Z","Net 60","PO-997935","referenceinvoice-316642"
1803.698719,"billingaccount-930958","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Purchase","2024-08-22T00:00:00Z","InvoiceDetailDescription 1471","{}","invoicedetail-404289","2024-10-11T00:00:00Z","invoice-374516","2024-10-03T00:00:00Z","Open","Microsoft","USD",6176.802401,"invoicedetail-404289","2024-10-23T00:00:00Z","Net 30","PO-487593","referenceinvoice-711218"
8714.434752,"billingaccount-826687","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Credit","2024-08-29T00:00:00Z","InvoiceDetailDescription 4476","{}","invoicedetail-847986","2024-10-01T00:00:00Z","invoice-502124","2024-10-05T00:00:00Z","Voided","Oracle","USD",4232.909511,"invoicedetail-847986","2024-10-16T00:00:00Z","Due on receipt","PO-368672","referenceinvoice-176604"
9310.646075,"billingaccount-593808","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Tax","2024-08-14T00:00:00Z","InvoiceDetailDescription 1745","{}","invoicedetail-105621","2024-10-01T00:00:00Z","invoice-365978","2024-10-02T00:00:00Z","Voided","AWS","USD",6196.578769,"invoicedetail-105621","2024-10-19T00:00:00Z","Net 60","PO-513869","referenceinvoice-803869"
1793.722232,"billingaccount-278117","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Adjustment","2024-08-27T00:00:00Z","InvoiceDetailDescription 9074","{}","invoicedetail-455652","2024-10-09T00:00:00Z","invoice-590822","2024-10-02T00:00:00Z","Open","Google","USD",896.479809,"invoicedetail-455652","2024-10-27T00:00:00Z","Due on receipt","PO-656189","referenceinvoice-553959"
9785.16602,"billingaccount-623460","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Tax","2024-08-23T00:00:00Z","InvoiceDetailDescription 6907","{}","invoicedetail-550977","2024-10-02T00:00:00Z","invoice-396668","2024-10-04T00:00:00Z","Issued","Microsoft","USD",6129.315706,"invoicedetail-550977","2024-10-12T00:00:00Z","Net 60","PO-642085","referenceinvoice-428215"
5556.747083,"billingaccount-789354","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Credit","2024-08-26T00:00:00Z","InvoiceDetailDescription 1871","{}","invoicedetail-298096","2024-10-06T00:00:00Z","invoice-255840","2024-10-05T00:00:00Z","Open","Oracle","USD",2298.605456,"invoicedetail-298096","2024-10-16T00:00:00Z","Net 30","PO-593090","referenceinvoice-372864"
407.917085,"billingaccount-473838","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Adjustment","2024-08-17T00:00:00Z","InvoiceDetailDescription 8949","{}","invoicedetail-579995","2024-10-07T00:00:00Z","invoice-616935","2024-10-02T00:00:00Z","Open","Microsoft","USD",8458.383509,"invoicedetail-579995","2024-10-24T00:00:00Z","Net 30","PO-229660","referenceinvoice-466586"
7499.366515,"billingaccount-962529","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Tax","2024-08-25T00:00:00Z","InvoiceDetailDescription 4479","{}","invoicedetail-711893","2024-10-05T00:00:00Z","invoice-104326","2024-10-03T00:00:00Z","Voided","AWS","USD",7668.476296,"invoicedetail-711893","2024-10-15T00:00:00Z","Net 30","PO-536646","referenceinvoice-180567"
259.621686,"billingaccount-814407","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Usage","2024-08-16T00:00:00Z","InvoiceDetailDescription 7458","{}","invoicedetail-491704","2024-10-11T00:00:00Z","invoice-719014","2024-10-02T00:00:00Z","Open","Microsoft","USD",8369.772086,"invoicedetail-491704","2024-10-19T00:00:00Z","Net 30","PO-130277","referenceinvoice-185000"
6580.063031,"billingaccount-445429","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Usage","2024-08-16T00:00:00Z","InvoiceDetailDescription 8423","{}","invoicedetail-440698","2024-10-08T00:00:00Z","invoice-867080","2024-10-04T00:00:00Z","Voided","Oracle","USD",9068.783667,"invoicedetail-440698","2024-10-30T00:00:00Z","Due on receipt","PO-235602","referenceinvoice-321634"
707.24089,"billingaccount-731548","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Credit","2024-08-22T00:00:00Z","InvoiceDetailDescription 2516","{}","invoicedetail-518233","2024-10-06T00:00:00Z","invoice-367558","2024-10-02T00:00:00Z","Open","AWS","USD",2400.801328,"invoicedetail-518233","2024-11-01T00:00:00Z","Net 60","PO-193520","referenceinvoice-121508"
6471.680012,"billingaccount-785836","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Purchase","2024-08-26T00:00:00Z","InvoiceDetailDescription 2975","{}","invoicedetail-413048","2024-10-07T00:00:00Z","invoice-614688","2024-10-05T00:00:00Z","Issued","Microsoft","USD",7358.892844,"invoicedetail-413048","2024-10-21T00:00:00Z","Net 60","PO-818234","referenceinvoice-732829"
5126.532257,"billingaccount-613406","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Credit","2024-08-20T00:00:00Z","InvoiceDetailDescription 7358","{}","invoicedetail-599583","2024-10-11T00:00:00Z","invoice-381521","2024-10-02T00:00:00Z","Voided","Microsoft","USD",6003.407495,"invoicedetail-599583","2024-10-20T00:00:00Z","Net 30","PO-893237","referenceinvoice-543061"
4260.170988,"billingaccount-142402","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Adjustment","2024-08-12T00:00:00Z","InvoiceDetailDescription 6599","{}","invoicedetail-586041","2024-10-03T00:00:00Z","invoice-809298","2024-10-05T00:00:00Z","Open","Google","USD",6476.106173,"invoicedetail-586041","2024-11-01T00:00:00Z","Due on receipt","PO-262602","referenceinvoice-619383"
9072.077111,"billingaccount-600811","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Tax","2024-08-22T00:00:00Z","InvoiceDetailDescription 3434","{}","invoicedetail-233997","2024-10-08T00:00:00Z","invoice-817555","2024-10-05T00:00:00Z","Issued","AWS","USD",8415.379543,"invoicedetail-233997","2024-10-14T00:00:00Z","Due on receipt","PO-548509","referenceinvoice-409834"
1076.321714,"billingaccount-545554","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Credit","2024-08-14T00:00:00Z","InvoiceDetailDescription 2548","{}","invoicedetail-587227","2024-10-02T00:00:00Z","invoice-792956","2024-10-02T00:00:00Z","Voided","AWS","USD",5684.782104,"invoicedetail-587227","2024-10-25T00:00:00Z","Net 60","PO-472724","referenceinvoice-367240"
6615.783234,"billingaccount-288274","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Purchase","2024-08-15T00:00:00Z","InvoiceDetailDescription 7438","{}","invoicedetail-147457","2024-10-01T00:00:00Z","invoice-187336","2024-10-02T00:00:00Z","Issued","AWS","USD",8767.553471,"invoicedetail-147457","2024-11-01T00:00:00Z","Net 60","PO-429196","referenceinvoice-715732"
9667.196268,"billingaccount-949352","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Purchase","2024-08-17T00:00:00Z","InvoiceDetailDescription 4458","{}","invoicedetail-294078","2024-10-10T00:00:00Z","invoice-182020","2024-10-04T00:00:00Z","Voided","Oracle","USD",9821.861878,"invoicedetail-294078","2024-10-21T00:00:00Z","Net 60","PO-806120","referenceinvoice-211495"
1166.782604,"billingaccount-280077","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Credit","2024-08-14T00:00:00Z","InvoiceDetailDescription 8539","{}","invoicedetail-825411","2024-10-01T00:00:00Z","invoice-524769","2024-10-02T00:00:00Z","Voided","Oracle","USD",9658.038076,"invoicedetail-825411","2024-10-21T00:00:00Z","Due on receipt","PO-861173","referenceinvoice-610365"
6738.031429,"billingaccount-823825","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Credit","2024-08-12T00:00:00Z","InvoiceDetailDescription 5958","{}","invoicedetail-191892","2024-10-10T00:00:00Z","invoice-231165","2024-10-04T00:00:00Z","Open","Google","USD",138.75918,"invoicedetail-191892","2024-11-02T00:00:00Z","Net 30","PO-955604","referenceinvoice-116656"
1451.541904,"billingaccount-353524","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Credit","2024-08-31T00:00:00Z","InvoiceDetailDescription 9824","{}","invoicedetail-300188","2024-10-04T00:00:00Z","invoice-190275","2024-10-05T00:00:00Z","Issued","Microsoft","USD",7697.211464,"invoicedetail-300188","2024-11-01T00:00:00Z","Net 30","PO-597013","referenceinvoice-542372"
7025.981057,"billingaccount-608608","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Credit","2024-08-28T00:00:00Z","InvoiceDetailDescription 1321","{}","invoicedetail-571351","2024-10-03T00:00:00Z","invoice-713654","2024-10-03T00:00:00Z","Open","AWS","USD",2013.3842,"invoicedetail-571351","2024-11-02T00:00:00Z","Due on receipt","PO-969742","referenceinvoice-974343"
6304.098803,"billingaccount-847732","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Credit","2024-08-30T00:00:00Z","InvoiceDetailDescription 7810","{}","invoicedetail-989838","2024-10-06T00:00:00Z","invoice-619782","2024-10-02T00:00:00Z","Voided","Oracle","USD",5786.612674,"invoicedetail-989838","2024-10-12T00:00:00Z","Due on receipt","PO-681230","referenceinvoice-404899"
5910.392756,"billingaccount-741199","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Credit","2024-08-16T00:00:00Z","InvoiceDetailDescription 4799","{}","invoicedetail-848987","2024-10-07T00:00:00Z","invoice-163653","2024-10-05T00:00:00Z","Voided","AWS","USD",190.19659,"invoicedetail-848987","2024-10-28T00:00:00Z","Due on receipt","PO-431192","referenceinvoice-680130"
1169.407405,"billingaccount-752944","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Tax","2024-08-23T00:00:00Z","InvoiceDetailDescription 8345","{}","invoicedetail-831396","2024-10-11T00:00:00Z","invoice-557420","2024-10-05T00:00:00Z","Open","AWS","USD",1613.334364,"invoicedetail-831396","2024-10-27T00:00:00Z","Due on receipt","PO-301537","referenceinvoice-592034"
5876.587101,"billingaccount-818247","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Tax","2024-08-17T00:00:00Z","InvoiceDetailDescription 8675","{}","invoicedetail-237529","2024-10-04T00:00:00Z","invoice-407645","2024-10-06T00:00:00Z","Voided","Google","USD",7113.851859,"invoicedetail-237529","2024-10-20T00:00:00Z","Net 60","PO-973548","referenceinvoice-805804"
2824.572153,"billingaccount-885650","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Usage","2024-08-16T00:00:00Z","InvoiceDetailDescription 8911","{}","invoicedetail-235367","2024-10-03T00:00:00Z","invoice-281708","2024-10-06T00:00:00Z","Open","Google","USD",1563.140944,"invoicedetail-235367","2024-10-19T00:00:00Z","Net 60","PO-205805","referenceinvoice-932026"
5568.305108,"billingaccount-119011","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Tax","2024-08-16T00:00:00Z","InvoiceDetailDescription 5273","{}","invoicedetail-474387","2024-10-05T00:00:00Z","invoice-809810","2024-10-03T00:00:00Z","Open","Oracle","USD",1747.14795,"invoicedetail-474387","2024-10-16T00:00:00Z","Due on receipt","PO-133522","referenceinvoice-946007"
2266.90256,"billingaccount-689280","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Purchase","2024-08-21T00:00:00Z","InvoiceDetailDescription 8968","{}","invoicedetail-370346","2024-10-07T00:00:00Z","invoice-456855","2024-10-02T00:00:00Z","Issued","AWS","USD",7693.739015,"invoicedetail-370346","2024-10-28T00:00:00Z","Due on receipt","PO-380484","referenceinvoice-258522"
9746.597566,"billingaccount-919621","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Adjustment","2024-08-30T00:00:00Z","InvoiceDetailDescription 2669","{}","invoicedetail-963617","2024-10-08T00:00:00Z","invoice-689795","2024-10-05T00:00:00Z","Open","AWS","USD",5073.057272,"invoicedetail-963617","2024-10-15T00:00:00Z","Net 30","PO-760525","referenceinvoice-223794"
4415.179101,"billingaccount-630471","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Credit","2024-08-20T00:00:00Z","InvoiceDetailDescription 2626","{}","invoicedetail-261790","2024-10-03T00:00:00Z","invoice-778526","2024-10-04T00:00:00Z","Issued","Microsoft","USD",3346.075253,"invoicedetail-261790","2024-11-02T00:00:00Z","Net 30","PO-228957","referenceinvoice-989816"
8348.133699,"billingaccount-596672","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Tax","2024-08-17T00:00:00Z","InvoiceDetailDescription 5698","{}","invoicedetail-629554","2024-10-07T00:00:00Z","invoice-279581","2024-10-02T00:00:00Z","Open","Microsoft","USD",2660.156293,"invoicedetail-629554","2024-10-16T00:00:00Z","Due on receipt","PO-891512","referenceinvoice-535168"
7872.157412,"billingaccount-244697","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Credit","2024-08-24T00:00:00Z","InvoiceDetailDescription 7773","{}","invoicedetail-529191","2024-10-03T00:00:00Z","invoice-581037","2024-10-06T00:00:00Z","Voided","Google","USD",7946.073464,"invoicedetail-529191","2024-10-26T00:00:00Z","Net 60","PO-131208","referenceinvoice-564077"
3383.036279,"billingaccount-521161","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Purchase","2024-08-31T00:00:00Z","InvoiceDetailDescription 8111","{}","invoicedetail-164454","2024-10-09T00:00:00Z","invoice-512369","2024-10-02T00:00:00Z","Open","Microsoft","USD",6601.761723,"invoicedetail-164454","2024-10-11T00:00:00Z","Due on receipt","PO-258284","referenceinvoice-702466"
8857.828504,"billingaccount-834831","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Adjustment","2024-08-15T00:00:00Z","InvoiceDetailDescription 5986","{}","invoicedetail-856601","2024-10-05T00:00:00Z","invoice-878774","2024-10-05T00:00:00Z","Issued","AWS","USD",9092.308532,"invoicedetail-856601","2024-10-24T00:00:00Z","Net 30","PO-967176","referenceinvoice-393371"
6243.596806,"billingaccount-748216","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Credit","2024-08-19T00:00:00Z","InvoiceDetailDescription 6656","{}","invoicedetail-951266","2024-10-08T00:00:00Z","invoice-919528","2024-10-03T00:00:00Z","Voided","Microsoft","USD",4045.057057,"invoicedetail-951266","2024-10-27T00:00:00Z","Net 30","PO-416178","referenceinvoice-188374"
7188.805397,"billingaccount-232126","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Adjustment","2024-08-14T00:00:00Z","InvoiceDetailDescription 9860","{}","invoicedetail-397719","2024-10-06T00:00:00Z","invoice-324116","2024-10-05T00:00:00Z","Open","AWS","USD",5116.716068,"invoicedetail-397719","2024-11-04T00:00:00Z","Net 60","PO-646660","referenceinvoice-457259"
2586.901802,"billingaccount-972655","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Tax","2024-08-31T00:00:00Z","InvoiceDetailDescription 7926","{}","invoicedetail-629818","2024-10-01T00:00:00Z","invoice-215806","2024-10-06T00:00:00Z","Voided","Microsoft","USD",599.457386,"invoicedetail-629818","2024-10-31T00:00:00Z","Net 60","PO-372374","referenceinvoice-757446"
2979.611127,"billingaccount-872652","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Usage","2024-08-28T00:00:00Z","InvoiceDetailDescription 8424","{}","invoicedetail-455446","2024-10-01T00:00:00Z","invoice-347565","2024-10-02T00:00:00Z","Voided","Google","USD",9890.000789,"invoicedetail-455446","2024-10-23T00:00:00Z","Due on receipt","PO-849361","referenceinvoice-758237"
7847.892628,"billingaccount-849579","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Adjustment","2024-08-20T00:00:00Z","InvoiceDetailDescription 3293","{}","invoicedetail-849051","2024-10-05T00:00:00Z","invoice-496011","2024-10-04T00:00:00Z","Voided","Microsoft","USD",7375.123221,"invoicedetail-849051","2024-11-01T00:00:00Z","Net 30","PO-443772","referenceinvoice-641538"
7116.404207,"billingaccount-968679","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Credit","2024-08-20T00:00:00Z","InvoiceDetailDescription 2342","{}","invoicedetail-196729","2024-10-08T00:00:00Z","invoice-165214","2024-10-02T00:00:00Z","Issued","Microsoft","USD",8885.092968,"invoicedetail-196729","2024-10-13T00:00:00Z","Net 60","PO-325217","referenceinvoice-567836"
5882.394579,"billingaccount-644153","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Credit","2024-08-20T00:00:00Z","InvoiceDetailDescription 5320","{}","invoicedetail-712686","2024-10-11T00:00:00Z","invoice-623058","2024-10-06T00:00:00Z","Voided","AWS","USD",4234.22195,"invoicedetail-712686","2024-10-25T00:00:00Z","Net 60","PO-822487","referenceinvoice-613321"
4847.644024,"billingaccount-579946","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Purchase","2024-08-26T00:00:00Z","InvoiceDetailDescription 9408","{}","invoicedetail-654844","2024-10-03T00:00:00Z","invoice-223792","2024-10-06T00:00:00Z","Voided","Oracle","USD",2126.42539,"invoicedetail-654844","2024-10-17T00:00:00Z","Net 60","PO-134191","referenceinvoice-882758"
8523.177982,"billingaccount-215695","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Usage","2024-08-14T00:00:00Z","InvoiceDetailDescription 7055","{}","invoicedetail-699538","2024-10-06T00:00:00Z","invoice-403657","2024-10-02T00:00:00Z","Open","Microsoft","USD",5227.774989,"invoicedetail-699538","2024-10-28T00:00:00Z","Net 30","PO-489511","referenceinvoice-419736"
7912.037011,"billingaccount-249044","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Adjustment","2024-08-22T00:00:00Z","InvoiceDetailDescription 7910","{}","invoicedetail-151014","2024-10-05T00:00:00Z","invoice-419987","2024-10-05T00:00:00Z","Issued","Google","USD",2155.814557,"invoicedetail-151014","2024-10-12T00:00:00Z","Due on receipt","PO-612537","referenceinvoice-102187"
