"AllocatedMethodId","AllocatedResourceId","AllocatedResourceName","AllocatedTags","BilledCost","BillingAccountId","BillingAccountName","BillingAccountType","BillingCurrency","BillingPeriodEnd","BillingPeriodStart","CapacityReservationId","CapacityReservationStatus","ChargeCategory","ChargeClass","ChargeDescription","ChargePeriodEnd","ChargePeriodStart","CommitmentDiscountCategory","CommitmentDiscountId","CommitmentDiscountName","CommitmentDiscountQuantity","CommitmentDiscountStatus","CommitmentDiscountType","CommitmentDiscountUnit","ConsumedQuantity","ConsumedUnit","ContractApplied","ContractedCost","ContractedUnitPrice","EffectiveCost","HostProviderName","InvoiceId","InvoiceIssuerName","ListCost","ListUnitPrice","PricingCategory","PricingCurrency","PricingQuantity","PricingUnit","ProviderName","PublisherName","RegionId","RegionName","ResourceId","ResourceName","ResourceType","ServiceCategory","ServiceName","ServiceProviderName","SkuId","SkuMeter","SkuPriceDetails","SkuPriceId","SubAccountId","SubAccountName","SubAccountType","Tags","AllocatedMethodDetails","AvailabilityZone","ChargeFrequency","ServiceSubcategory","PricingCurrencyContractedUnitPrice","PricingCurrencyEffectiveCost","PricingCurrencyListUnitPrice","CommitmentProgramEligibilityDetails","InvoiceDetailId"
"AllocatedMethodId-2689","AllocatedResourceId-8685","AllocatedResourceName-3583","{}",501.60619432,"123456789012","SunBird","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Amazon Relational Database Service Database Instance in Asia Pacific (Sydney)","2024-09-24T08:00:00Z","2024-09-24T07:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,213.3200000000,"Hours",NULL,651.436616,3.0538,501.60619432,"AWS","INV-202409-15489","AWS",846.02712,3.9660,"Standard","USD",213.32,"Hours","AWS","AWS","ap-southeast-2","Asia Pacific (Sydney)","arn:aws:ec2:ap-southeast-2:123456789012:instance/i-007513aa8305",NULL,"Database Instance","Databases","Amazon Relational Database Service","AWS","D70L808UYSNT2YD7","Amazon Relational Database Service Hours",NULL,"8LNBKX82L7SZ3NZN.EZMPB9SY","663626350770","Zenith Apollo","BillingAccount",NULL,NULL,NULL,"Usage-Based","Relational Databases",3.0538,501.60619432,3.9660,NULL,NULL
"AllocatedMethodId-1100","AllocatedResourceId-5852","AllocatedResourceName-7862","{}",18.20889146,"ocid1.tenancy.oc1..aaaa1234","Meridian OCI","Tenancy","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Oracle Object Storage Bucket in Australia East (Sydney)","2024-09-11T02:00:00Z","2024-09-11T01:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,155.8100000000,"GB",NULL,25.646326,0.1646,18.20889146,"Oracle","INV-202409-61048","Oracle",38.266936,0.2456,"Dynamic","USD",155.81,"GB","Oracle","Oracle","ap-sydney-1","Australia East (Sydney)","ocid1.instance.oc1.ap-sydney-1.001ff67f1355",NULL,"Bucket","Storage","Oracle Object Storage","Oracle","OGDGY0PY1LJ7RXUT","Oracle Object Storage GB",NULL,"ESA8V3YJKWEGA6T7.1FCY0CDL","ocid1.compartment.oc1..prod","production","Tenancy","{""application"": ""BrightSourceCore"", ""owner"": ""k.johnson"", ""team"": ""payments""}",NULL,NULL,"Usage-Based","Object Storage",0.1646,18.20889146,0.2456,NULL,NULL
"AllocatedMethodId-4643","AllocatedResourceId-4263","AllocatedResourceName-2999","{}",723.51744936,"123456789012","SunBird","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"AWS Lambda Function in US East (N. Virginia)","2024-09-12T05:00:00Z","2024-09-12T04:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.5600000000,"Requests",NULL,777.975752,3.0442,723.51744936,"AWS","INV-202409-40668","AWS",810.38076,3.1710,"Standard","USD",255.56,"Requests","AWS","AWS","us-east-1","US East (N. Virginia)","arn:aws:ec2:us-east-1:123456789012:instance/i-00a2d4292cfd",NULL,"Function","Compute","AWS Lambda","AWS","SU4OJE1WDLRJN7MW","AWS Lambda Requests",NULL,"RQA3EEA3K7XBKPBW.B112GQ8V","438839167390","Zenith Eclipse","BillingAccount","{""business_unit"": ""ViennaAI"", ""application"": ""NimbusAPI""}",NULL,"ap-southeast-2a","Usage-Based","Serverless Compute",3.0442,723.51744936,3.1710,NULL,NULL
"AllocatedMethodId-8968","AllocatedResourceId-5105","AllocatedResourceName-7511","{}",85.97432844,"ocid1.tenancy.oc1..aaaa1234","Meridian OCI","Tenancy","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Adjustment",NULL,"Oracle Compute Instance in UK South (London)","2024-09-25T13:00:00Z","2024-09-25T12:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,93.450357,0.2541,85.97432844,"Oracle","INV-202409-32070","Oracle",121.3641,0.3300,"Standard","USD",367.77,"Hours","Oracle","Oracle","uk-london-1","UK South (London)",NULL,NULL,NULL,"Compute","Oracle Compute","Oracle","LKAL69EWLD6WIH2Z","Oracle Compute Hours",NULL,"9AHK01KVCUD4OIRE.OSPDPKXC","ocid1.compartment.oc1..dev","development","Tenancy",NULL,NULL,NULL,"One-Time","Virtual Machines",0.2541,85.97432844,0.3300,NULL,NULL
"AllocatedMethodId-2756","AllocatedResourceId-2175","AllocatedResourceName-8727","{}",594.826141,"8a93b2c1-1234-4abc-9def-0123456789ab","Contoso Cloud","BillingProfile","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Azure Blob Storage Storage Account in West Europe","2024-09-13T01:00:00Z","2024-09-13T00:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,419.9000000000,"GB",NULL,849.7516299999999,2.0237,594.826141,"Microsoft","INV-202409-84448","Microsoft",1011.6230799999998,2.4092,"Other","USD",419.90,"GB","Microsoft","Microsoft","westeurope","West Europe","/subscriptions/8a93b2c1-1234-4abc-9def-0123456789ab/resourceGroups/rg-915/providers/Microsoft.Compute/virtualMachines/vm-9048",NULL,"Storage Account","Storage","Azure Blob Storage","Microsoft","OB70QGS90PIC6UBV","Azure Blob Storage GB",NULL,"DR65GVBUH9IN35KG.DD4QSQ4O","sub-4d3e","Sandbox","BillingProfile","{""owner"": ""k.johnson""}",NULL,NULL,"Usage-Based","Object Storage",2.0237,594.826141,2.4092,NULL,NULL
"AllocatedMethodId-8227","AllocatedResourceId-7118","AllocatedResourceName-3169","{}",265.01250688,"123456789012","SunBird","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Amazon Simple Queue Service Queue in Europe (Ireland)","2024-09-01T11:00:00Z","2024-09-01T10:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,178.2800000000,"Requests",NULL,301.150576,1.6892,265.01250688,"AWS","INV-202409-73327","AWS",470.55223200000006,2.6394,"Standard","USD",178.28,"Requests","AWS","AWS","eu-west-1","Europe (Ireland)","arn:aws:ec2:eu-west-1:123456789012:instance/i-0077e1c6cfdc",NULL,"Queue","Integration","Amazon Simple Queue Service","AWS","ZYA2IOZYDS4QGJA9","Amazon Simple Queue Service Requests",NULL,"G8AM17N6JWI8SATN.PXHZBIZV","663626350770","Zenith Apollo","BillingAccount","{""owner"": ""g.hopper"", ""team"": ""infra""}",NULL,"eu-west-1c","Usage-Based","Messaging",1.6892,265.01250688,2.6394,NULL,NULL
"AllocatedMethodId-6079","AllocatedResourceId-6973","AllocatedResourceName-7379","{}",24.71003829,"ocid1.tenancy.oc1..aaaa1234","Meridian OCI","Tenancy","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Oracle Functions Function in Australia East (Sydney)","2024-09-24T21:00:00Z","2024-09-24T20:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,49.3300000000,"Invocations",NULL,39.222283,0.7951,24.71003829,"Oracle","INV-202409-89056","Oracle",48.422328,0.9816,"Other","USD",49.33,"Invocations","Oracle","Oracle","ap-sydney-1","Australia East (Sydney)","ocid1.instance.oc1.ap-sydney-1.00b370967f2c",NULL,"Function","Compute","Oracle Functions","Oracle","6OOANWPXIZC78WML","Oracle Functions Invocations",NULL,"93PSBFFQ5T3VR5M2.3CRC038E","ocid1.compartment.oc1..dev","development","Tenancy","{""cost_center"": ""CC-2042"", ""application"": ""BrightSourceCore"", ""environment"": ""qa""}",NULL,"uk-london-1-AD-2","Usage-Based","Serverless Compute",0.7951,24.71003829,0.9816,NULL,NULL
"AllocatedMethodId-9998","AllocatedResourceId-2092","AllocatedResourceName-3352","{}",854.09204042,"01ABCD-2345EF-6789GH","Helios Labs","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Cloud Functions Function in Northern Virginia","2024-09-10T23:00:00Z","2024-09-10T22:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,331.6700000000,"Invocations",NULL,1154.178433,3.4799,854.09204042,"Google","INV-202409-30947","Google",1282.435222,3.8666,"Standard","USD",331.67,"Invocations","Google","Google","us-east4","Northern Virginia","//compute.googleapis.com/projects/Helios Labs/zones/us-east4-a/instances/inst-3207",NULL,"Function","Compute","Cloud Functions","Google","5U1RNC4KG6633E1G","Cloud Functions Invocations",NULL,"YU63LO0PTEHCQ8V2.902HJYU4","proj-helios-dev","helios-dev","BillingAccount","{""owner"": ""a.lovelace"", ""cost_center"": ""CC-3090"", ""application"": ""BrightLensMatrix""}",NULL,"us-central1-a","Usage-Based","Serverless Compute",3.4799,854.09204042,3.8666,NULL,NULL
"AllocatedMethodId-1834","AllocatedResourceId-7927","AllocatedResourceName-6117","{}",535.584768,"123456789012","SunBird","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Purchase",NULL,"Amazon Simple Storage Service Bucket in Asia Pacific (Sydney)","2024-09-27T15:00:00Z","2024-09-27T14:00:00Z","Spend","cd-710795","commit-0795",NULL,"Unused","Committed Use Discount",NULL,NULL,NULL,NULL,535.584768,2.9184,0,"AWS","INV-202409-26126","AWS",595.100304,3.2427,"Committed","USD",183.52,"GB","AWS","AWS","ap-southeast-2","Asia Pacific (Sydney)","arn:aws:ec2:ap-southeast-2:123456789012:instance/i-00cf620b4d32",NULL,"Bucket","Storage","Amazon Simple Storage Service","AWS","W9VXM3ODRN30NH7U","Amazon Simple Storage Service GB",NULL,"XZ5B5H1QQ9GRTAAD.RC2X0CJP","663626350770","Zenith Apollo","BillingAccount",NULL,NULL,NULL,"Recurring","Object Storage",2.9184,0,3.2427,NULL,NULL
"AllocatedMethodId-3585","AllocatedResourceId-6737","AllocatedResourceName-7177","{}",133.89987624,"123456789012","SunBird","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Amazon Simple Queue Service Queue in Asia Pacific (Sydney)","2024-09-25T23:00:00Z","2024-09-25T22:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,88.2400000000,"Requests",NULL,183.424488,2.0787,133.89987624,"AWS","INV-202409-18030","AWS",247.87498399999998,2.8091,"Standard","USD",88.24,"Requests","AWS","AWS","ap-southeast-2","Asia Pacific (Sydney)","arn:aws:ec2:ap-southeast-2:123456789012:instance/i-005c06949b67",NULL,"Queue","Integration","Amazon Simple Queue Service","AWS","Q5JXH4M00UR2X639","Amazon Simple Queue Service Requests",NULL,"P4EDUMJWD153H9UM.ZAG4SOBQ","517389287820","Atlas Nimbus","BillingAccount",NULL,NULL,NULL,"Usage-Based","Messaging",2.0787,133.89987624,2.8091,NULL,NULL
"AllocatedMethodId-1734","AllocatedResourceId-4345","AllocatedResourceName-8140","{}",841.71080448,"123456789012","SunBird","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Amazon Elastic Compute Cloud Virtual Machine in Europe (Ireland)","2024-09-09T14:00:00Z","2024-09-09T13:00:00Z","Spend","cd-215866","commit-5866",NULL,"Unused","Savings Plan",NULL,NULL,NULL,NULL,924.9569280000001,2.1848,841.71080448,"AWS","INV-202409-30653","AWS",984.015648,2.3243,"Dynamic","USD",423.36,"Hours","AWS","AWS","eu-west-1","Europe (Ireland)","arn:aws:ec2:eu-west-1:123456789012:instance/i-00804ad676d3",NULL,"Virtual Machine","Compute","Amazon Elastic Compute Cloud","AWS","SL3KBSN69G503ZIK","Amazon Elastic Compute Cloud Hours",NULL,"2CJWTPEZOEU6T0R4.IV0DSY36","517389287820","Atlas Nimbus","BillingAccount",NULL,NULL,"eu-west-1c","Usage-Based","Virtual Machines",2.1848,841.71080448,2.3243,NULL,NULL
"AllocatedMethodId-7305","AllocatedResourceId-5859","AllocatedResourceName-6847","{}",50.32164192,"123456789012","SunBird","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Amazon Simple Queue Service Queue in US East (N. Virginia)","2024-09-16T00:00:00Z","2024-09-15T23:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,196.4400000000,"Requests",NULL,57.18368400000001,0.2911,50.32164192,"AWS","INV-202409-83127","AWS",63.528696000000004,0.3234,"Standard","USD",196.44,"Requests","AWS","AWS","us-east-1","US East (N. Virginia)","arn:aws:ec2:us-east-1:123456789012:instance/i-0025f48014a2",NULL,"Queue","Integration","Amazon Simple Queue Service","AWS","1Y21ZUSAUOLRKH0R","Amazon Simple Queue Service Requests",NULL,"OVOK61E39AX9EP7C.V2OLHOY2","438839167390","Zenith Eclipse","BillingAccount","{""environment"": ""dev""}",NULL,NULL,"Usage-Based","Messaging",0.2911,50.32164192,0.3234,NULL,NULL
"AllocatedMethodId-9069","AllocatedResourceId-7932","AllocatedResourceName-3613","{}",14.8214286,"01ABCD-2345EF-6789GH","Helios Labs","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Cloud SQL Database Instance in Belgium","2024-09-05T17:00:00Z","2024-09-05T16:00:00Z","Usage","cd-264038","commit-4038",NULL,"Unused","Reserved Instance",NULL,NULL,NULL,NULL,14.97114,2.6830,14.8214286,"Google","INV-202409-91842","Google",20.508732,3.6754,"Dynamic","USD",5.58,"Hours","Google","Google","europe-west1","Belgium","//compute.googleapis.com/projects/Helios Labs/zones/europe-west1-a/instances/inst-8731",NULL,"Database Instance","Databases","Cloud SQL","Google","81LU9ZJZPU1BCYLV","Cloud SQL Hours",NULL,"WEXF42XEM47QVNEL.3MRQV7BE","proj-helios-dev","helios-dev","BillingAccount","{""business_unit"": ""MarseilleSRE"", ""application"": ""BrightSourceCore""}",NULL,"asia-southeast1-c","Usage-Based","Relational Databases",2.6830,14.8214286,3.6754,NULL,NULL
"AllocatedMethodId-5387","AllocatedResourceId-1263","AllocatedResourceName-4155","{}",19.98412624,"123456789012","SunBird","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Amazon Simple Storage Service Bucket in Europe (Ireland)","2024-09-04T20:00:00Z","2024-09-04T19:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,38.4800000000,"GB",NULL,20.602192,0.5354,19.98412624,"AWS","INV-202409-25825","AWS",28.613728,0.7436,"Dynamic","USD",38.48,"GB","AWS","AWS","eu-west-1","Europe (Ireland)","arn:aws:ec2:eu-west-1:123456789012:instance/i-008b0e8d6253",NULL,"Bucket","Storage","Amazon Simple Storage Service","AWS","C6GAGR7GK2E98RC9","Amazon Simple Storage Service GB",NULL,"QP2T9HIZ6H5PAA7B.U68AV6C8","438839167390","Zenith Eclipse","BillingAccount","{""environment"": ""staging""}",NULL,NULL,"Usage-Based","Object Storage",0.5354,19.98412624,0.7436,NULL,NULL
"AllocatedMethodId-7052","AllocatedResourceId-7836","AllocatedResourceName-6799","{}",1321.06867992,"8a93b2c1-1234-4abc-9def-0123456789ab","Contoso Cloud","BillingProfile","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Azure SQL Database SQL Database in East US","2024-09-02T11:00:00Z","2024-09-02T10:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,347.4400000000,"Hours",NULL,1334.412808,3.8407,1321.06867992,"Microsoft","INV-202409-66719","Microsoft",1551.6322960000002,4.4659,"Standard","USD",347.44,"Hours","Microsoft","Microsoft","eastus","East US","/subscriptions/8a93b2c1-1234-4abc-9def-0123456789ab/resourceGroups/rg-278/providers/Microsoft.Compute/virtualMachines/vm-842",NULL,"SQL Database","Databases","Azure SQL Database","Microsoft","G00T0BIEKS121QJ6","Azure SQL Database Hours",NULL,"HJW7MZKD3R69QUEL.YAJAPOFQ","sub-2b7c","Staging","BillingProfile","{""cost_center"": ""CC-3090"", ""team"": ""payments"", ""application"": ""BrightLensMatrix""}",NULL,NULL,"Usage-Based","Relational Databases",3.8407,1321.06867992,4.4659,NULL,NULL
"AllocatedMethodId-8763","AllocatedResourceId-9437","AllocatedResourceName-9690","{}",246.27667372,"ocid1.tenancy.oc1..aaaa1234","Meridian OCI","Tenancy","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Oracle Compute Instance in UK South (London)","2024-09-16T03:00:00Z","2024-09-16T02:00:00Z","Spend","cd-462139","commit-2139",NULL,"Used","Savings Plan",NULL,315.8600000000,"Hours",NULL,296.718884,0.9394,246.27667372,"Oracle","INV-202409-98516","Oracle",333.39023000000003,1.0555,"Committed","USD",315.86,"Hours","Oracle","Oracle","uk-london-1","UK South (London)","ocid1.instance.oc1.uk-london-1.00cc01d62de0",NULL,"Instance","Compute","Oracle Compute","Oracle","UMIIOB4JR95YQGL0","Oracle Compute Hours",NULL,"GNXX5QU8ZH6AU6MP.TC7OXRRJ","ocid1.compartment.oc1..dev","development","Tenancy","{""owner"": ""a.lovelace"", ""team"": ""infra"", ""business_unit"": ""OsloData""}",NULL,"uk-london-1-AD-2","Usage-Based","Virtual Machines",0.9394,246.27667372,1.0555,NULL,NULL
"AllocatedMethodId-2564","AllocatedResourceId-5618","AllocatedResourceName-5042","{}",154.01482005,"01ABCD-2345EF-6789GH","Helios Labs","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Cloud Functions Function in Iowa","2024-09-01T16:00:00Z","2024-09-01T15:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,190.4500000000,"Invocations",NULL,158.778165,0.8337,154.01482005,"Google","INV-202409-46382","Google",186.79335999999998,0.9808,"Standard","USD",190.45,"Invocations","Google","Google","us-central1","Iowa","//compute.googleapis.com/projects/Helios Labs/zones/us-central1-a/instances/inst-8968",NULL,"Function","Compute","Cloud Functions","Google","P08PFL4VOQH8NWV4","Cloud Functions Invocations",NULL,"9CKI6BF35FB0ISXB.IYSR3OXN","proj-helios-prod","helios-prod","BillingAccount",NULL,NULL,"asia-southeast1-c","Usage-Based","Serverless Compute",0.8337,154.01482005,0.9808,NULL,NULL
"AllocatedMethodId-6932","AllocatedResourceId-8305","AllocatedResourceName-6555","{}",468.6294536,"123456789012","SunBird","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Credit",NULL,"Amazon Elastic Compute Cloud Virtual Machine in US West (Oregon)","2024-09-11T05:00:00Z","2024-09-11T04:00:00Z","Spend","cd-700958","commit-0958",NULL,"Unused","Savings Plan",NULL,NULL,NULL,NULL,593.20184,2.7514,468.6294536,"AWS","INV-202409-43063","AWS",714.69244,3.3149,"Committed","USD",215.60,"Hours","AWS","AWS","us-west-2","US West (Oregon)",NULL,NULL,NULL,"Compute","Amazon Elastic Compute Cloud","AWS","GFDSA9O6QP39LZBF","Amazon Elastic Compute Cloud Hours",NULL,"8244WOMSJIUNOIIQ.IX542L33","517389287820","Atlas Nimbus","BillingAccount","{""business_unit"": ""MarseilleSRE"", ""team"": ""platform"", ""cost_center"": ""CC-3090""}",NULL,NULL,"One-Time","Virtual Machines",2.7514,468.6294536,3.3149,NULL,NULL
"AllocatedMethodId-9466","AllocatedResourceId-8119","AllocatedResourceName-4526","{}",139.79375568,"123456789012","SunBird","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Amazon Simple Storage Service Bucket in US East (N. Virginia)","2024-09-23T06:00:00Z","2024-09-23T05:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,46.6300000000,"GB",NULL,194.15799400000003,4.1638,139.79375568,"AWS","INV-202409-84646","AWS",218.153792,4.6784,"Standard","USD",46.63,"GB","AWS","AWS","us-east-1","US East (N. Virginia)","arn:aws:ec2:us-east-1:123456789012:instance/i-00dbfe9c0a0b",NULL,"Bucket","Storage","Amazon Simple Storage Service","AWS","8586TLBS3V9PX6T2","Amazon Simple Storage Service GB",NULL,"4DYPL7VPIDJUT0F0.4S0227E7","663626350770","Zenith Apollo","BillingAccount","{""environment"": ""dev"", ""cost_center"": ""CC-3090""}",NULL,NULL,"Usage-Based","Object Storage",4.1638,139.79375568,4.6784,NULL,NULL
"AllocatedMethodId-6493","AllocatedResourceId-8179","AllocatedResourceName-3833","{}",605.61170208,"ocid1.tenancy.oc1..aaaa1234","Meridian OCI","Tenancy","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Tax",NULL,"Tax charge in US East (Ashburn)","2024-09-27T10:00:00Z","2024-09-27T09:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.9656370000,NULL,605.61170208,"Oracle","INV-202409-83436","Oracle",63.2557180000,NULL,NULL,"USD",NULL,NULL,"Oracle","Oracle",NULL,NULL,NULL,NULL,NULL,"Other","Tax","Oracle",NULL,NULL,NULL,NULL,"ocid1.compartment.oc1..dev","development","Tenancy",NULL,NULL,NULL,"One-Time","Other (Security)",NULL,605.61170208,NULL,NULL,NULL
"AllocatedMethodId-3858","AllocatedResourceId-8926","AllocatedResourceName-5800","{}",169.04014764,"123456789012","SunBird","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Amazon Elastic Compute Cloud Virtual Machine in Europe (Ireland)","2024-09-10T03:00:00Z","2024-09-10T02:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,68.8300000000,"Hours",NULL,185.75840399999998,2.6988,169.04014764,"AWS","INV-202409-30529","AWS",232.198005,3.3735,"Dynamic","USD",68.83,"Hours","AWS","AWS","eu-west-1","Europe (Ireland)","arn:aws:ec2:eu-west-1:123456789012:instance/i-0091fdb665dc",NULL,"Virtual Machine","Compute","Amazon Elastic Compute Cloud","AWS","9JIBC9HBBGQL600D","Amazon Elastic Compute Cloud Hours",NULL,"ZLUFU5UVGQCZ2GA6.AAQW64LR","438839167390","Zenith Eclipse","BillingAccount","{""cost_center"": ""CC-2042"", ""owner"": ""a.turing""}",NULL,NULL,"Usage-Based","Virtual Machines",2.6988,169.04014764,3.3735,NULL,NULL
"AllocatedMethodId-7439","AllocatedResourceId-7755","AllocatedResourceName-9151","{}",1359.52194768,"ocid1.tenancy.oc1..aaaa1234","Meridian OCI","Tenancy","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Oracle Functions Function in UK South (London)","2024-09-27T11:00:00Z","2024-09-27T10:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,426.7400000000,"Invocations",NULL,1742.9768559999998,4.0844,1359.52194768,"Oracle","INV-202409-61685","Oracle",2026.716282,4.7493,"Standard","USD",426.74,"Invocations","Oracle","Oracle","uk-london-1","UK South (London)","ocid1.instance.oc1.uk-london-1.004eef836e62",NULL,"Function","Compute","Oracle Functions","Oracle","QNPUO13X2452NQIY","Oracle Functions Invocations",NULL,"V84UDNEAT2FQA44E.L6B0FC4Q","ocid1.compartment.oc1..prod","production","Tenancy",NULL,NULL,"us-ashburn-1-AD-1","Usage-Based","Serverless Compute",4.0844,1359.52194768,4.7493,NULL,NULL
"AllocatedMethodId-1626","AllocatedResourceId-6216","AllocatedResourceName-2042","{}",112.1332992,"01ABCD-2345EF-6789GH","Helios Labs","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"BigQuery Dataset in Belgium","2024-09-20T15:00:00Z","2024-09-20T14:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,144.9200000000,"GiB",NULL,140.16662399999998,0.9672,112.1332992,"Google","INV-202409-86034","Google",166.860888,1.1514,"Standard","USD",144.92,"GiB","Google","Google","europe-west1","Belgium","//compute.googleapis.com/projects/Helios Labs/zones/europe-west1-a/instances/inst-6575",NULL,"Dataset","Analytics","BigQuery","Google","JXU82Y5NUA49FD5L","BigQuery GiB",NULL,"7OT3YR0ELYFQNZPG.ZL2VZTQO","proj-helios-prod","helios-prod","BillingAccount","{""application"": ""AtlasPortal"", ""environment"": ""dev"", ""cost_center"": ""CC-2042""}",NULL,NULL,"Usage-Based","Data Warehouses",0.9672,112.1332992,1.1514,NULL,NULL
"AllocatedMethodId-5051","AllocatedResourceId-4553","AllocatedResourceName-2718","{}",658.708592,"01ABCD-2345EF-6789GH","Helios Labs","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"BigQuery Dataset in Northern Virginia","2024-09-01T17:00:00Z","2024-09-01T16:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,195.0400000000,"GiB",NULL,658.708592,3.3773,658.708592,"Google","INV-202409-85219","Google",693.386704,3.5551,"Standard","USD",195.04,"GiB","Google","Google","us-east4","Northern Virginia","//compute.googleapis.com/projects/Helios Labs/zones/us-east4-a/instances/inst-3889",NULL,"Dataset","Analytics","BigQuery","Google","DT6GFNXM4P0XK4KU","BigQuery GiB",NULL,"8Z234DVXT7C4FLYG.US9L4ADI","proj-helios-prod","helios-prod","BillingAccount",NULL,NULL,"europe-west1-b","Usage-Based","Data Warehouses",3.3773,658.708592,3.5551,NULL,NULL
"AllocatedMethodId-4176","AllocatedResourceId-6746","AllocatedResourceName-7716","{}",133.429212,"8a93b2c1-1234-4abc-9def-0123456789ab","Contoso Cloud","BillingProfile","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Azure Blob Storage Storage Account in UK South","2024-09-25T10:00:00Z","2024-09-25T09:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,210.3500000000,"GB",NULL,148.25467999999998,0.7048,133.429212,"Microsoft","INV-202409-59094","Microsoft",164.725085,0.7831,"Standard","USD",210.35,"GB","Microsoft","Microsoft","uksouth","UK South","/subscriptions/8a93b2c1-1234-4abc-9def-0123456789ab/resourceGroups/rg-184/providers/Microsoft.Compute/virtualMachines/vm-6957",NULL,"Storage Account","Storage","Azure Blob Storage","Microsoft","7RLXEW0F41XV9KJO","Azure Blob Storage GB",NULL,"XXI8U95B1MAJJ9LO.PWJ8275G","sub-4d3e","Sandbox","BillingProfile","{""team"": ""platform"", ""owner"": ""g.hopper""}",NULL,NULL,"Usage-Based","Object Storage",0.7048,133.429212,0.7831,NULL,NULL
